transaction_id,account_id,customer_id,counterparty_bank,transaction_date,transaction_type,amount,currency,status
ACH02000148,ACC001038,CUS000703,Scotiabank,2026-08-25T07:24:05,DEBIT,10819.6,USD,SUCCESS
ACH02000149,ACC001422,CUS000958,BBVA,2026-08-25T13:04:03,DEBIT,969.58,USD,SUCCESS
ACH02000150,ACC000805,CUS000545,BanBif,2026-08-25T11:27:57,TRANSFER,10609.23,PEN,REJECTED
ACH02000151,ACC000290,CUS000196,Interbank,2026-08-25T15:28:53,TRANSFER,8385.16,PEN,SUCCESS
ACH02000152,ACC001432,CUS000963,Scotiabank,2026-08-25T20:26:42,DEBIT,9122.54,PEN,SUCCESS
ACH02000153,ACC000172,CUS000116,Interbank,2026-08-25T23:10:21,TRANSFER,1420.88,USD,SUCCESS
ACH02000154,ACC001159,CUS000783,BanBif,2026-08-25T20:53:50,DEBIT,8155.56,PEN,SUCCESS
ACH02000155,ACC000405,CUS000273,BBVA,2026-08-25T02:50:23,TRANSFER,606.24,PEN,SUCCESS
ACH02000044,ACC001143,CUS000772,Scotiabank,2026-08-25T01:20:35,CREDIT,2465.3,PEN,SUCCESS
ACH02000026,ACC000440,CUS000296,Scotiabank,2026-08-25T03:56:15,CREDIT,12283.8,USD,SUCCESS
ACH02000158,ACC001377,CUS000927,BBVA,2026-08-25T11:05:39,DEBIT,8531.89,PEN,FAILED
ACH02000159,ACC000724,CUS000495,Interbank,2026-08-25T16:00:05,TRANSFER,8815.38,PEN,SUCCESS
ACH02000160,,CUS000661,BanBif,2026-08-25T19:06:34,TRANSFER,14377.51,PEN,SUCCESS
ACH02000161,ACC000642,CUS000440,BanBif,2026-08-25T09:40:22,CREDIT,2082.74,PEN,PENDING
ACH02000162,ACC000685,CUS000468,Interbank,2026-08-25T12:34:35,DEBIT,1533.64,PEN,REJECTED
ACH02000163,ACC001144,CUS000773,BanBif,2026-08-25T12:48:46,TRANSFER,-5266.49,PEN,SUCCESS
ACH02000164,ACC000604,CUS000414,BanBif,2026-08-25T18:02:21,TRANSFER,6314.92,PEN,SUCCESS
ACH02000165,ACC001145,CUS000774,BBVA,2026-08-25T14:00:53,DEBIT,291.13,PEN,SUCCESS
ACH02000166,ACC000221,CUS000150,BanBif,2026-08-25T02:30:20,DEBIT,5786.58,PEN,SUCCESS
ACH02000167,ACC000628,CUS000431,BBVA,2026-08-25T04:46:28,CREDIT,5728.88,PEN,SUCCESS
ACH02000168,ACC000353,CUS000238,BCP,2026-08-25T10:46:03,CREDIT,4851.99,PEN,SUCCESS
ACH02000169,ACC000925,CUS000625,BBVA,2026-08-25T16:38:56,TRANSFER,5085.03,USD,SUCCESS
ACH02000170,ACC001291,CUS000870,Scotiabank,2026-08-25T06:37:00,CREDIT,12522.45,USD,FAILED
ACH02000171,ACC001464,CUS000985,Scotiabank,2026-08-25T09:24:22,TRANSFER,4823.95,PEN,SUCCESS
ACH02000172,ACC001313,CUS000886,BanBif,2026-08-25T23:23:28,CREDIT,9936.63,USD,SUCCESS
ACH02000173,ACC000577,CUS000394,BCP,2026-08-25T07:32:56,TRANSFER,11200.54,USD,FAILED
ACH02000174,ACC001054,CUS000714,BBVA,2026-08-25T18:44:58,CREDIT,11385.83,USD,SUCCESS
ACH02000175,ACC000685,CUS000468,Scotiabank,2026-08-25T08:59:19,DEBIT,2744.66,USD,REJECTED
ACH02000176,ACC000369,CUS000248,BanBif,2026-08-25T07:28:19,CREDIT,12493.85,PEN,SUCCESS
ACH02000177,ACC000368,CUS000247,BCP,2026-08-25T11:09:40,TRANSFER,6380.88,USD,SUCCESS
ACH02000178,ACC000052,CUS000035,BanBif,2026-08-25T08:15:37,TRANSFER,3631.93,PEN,SUCCESS
ACH02000179,ACC000146,CUS000098,Interbank,2026-08-25T08:57:36,TRANSFER,7301.1,PEN,SUCCESS
ACH02000180,ACC000331,CUS000223,BBVA,2026-08-25T16:13:57,DEBIT,1822.2,PEN,SUCCESS
ACH02000181,ACC000813,CUS000549,BCP,2026-08-25T16:18:47,CREDIT,14730.28,PEN,FAILED
ACH02000182,ACC001173,CUS000791,BBVA,2026-08-25T07:14:42,DEBIT,8244.79,USD,SUCCESS
ACH02000183,ACC000038,CUS000024,BBVA,2026-08-25T17:32:59,CREDIT,3847.42,PEN,SUCCESS
ACH02000184,ACC000741,CUS000505,Scotiabank,2026-08-25T10:03:57,TRANSFER,7302.57,PEN,REJECTED
ACH02000185,ACC000450,CUS000302,BanBif,2026-08-25T21:13:57,DEBIT,11693.39,PEN,SUCCESS
ACH02000186,ACC000488,CUS000331,BCP,2026-08-25T02:59:51,CREDIT,3635.15,USD,SUCCESS
ACH02000187,ACC000551,CUS000375,BBVA,2026-08-25T18:13:34,DEBIT,9766.44,USD,SUCCESS
ACH02000188,ACC000137,CUS000092,Interbank,2026-08-25T23:28:31,CREDIT,14968.08,PEN,PENDING
ACH02000189,ACC000193,CUS000132,Scotiabank,2026-08-25T19:31:54,DEBIT,14697.59,PEN,SUCCESS
ACH02000190,ACC001455,CUS000979,Interbank,2026-08-25T17:08:31,TRANSFER,8069.67,USD,SUCCESS
ACH02000191,ACC000683,CUS000467,BBVA,2026-08-25T12:23:21,DEBIT,12173.6,PEN,SUCCESS
ACH02000192,ACC000624,CUS000428,Scotiabank,2026-08-25T15:51:26,TRANSFER,6439.04,USD,SUCCESS
ACH02000193,ACC000776,CUS000528,Interbank,2026-08-25T10:08:09,CREDIT,1777.63,USD,SUCCESS
ACH02000194,ACC001157,CUS000781,Interbank,2026-08-25T23:22:20,CREDIT,13619.96,USD,SUCCESS
ACH02000195,ACC001329,CUS000897,BCP,2026-08-25T07:50:52,DEBIT,11405.44,USD,SUCCESS
ACH02000196,ACC000334,CUS000225,BCP,2026-08-25T22:05:05,TRANSFER,5226.27,PEN,FAILED
ACH02000197,ACC001103,CUS000745,BBVA,2026-08-25T02:35:32,TRANSFER,4829.0,PEN,SUCCESS
ACH02000198,ACC000195,CUS000134,BBVA,2026-08-25T01:26:36,DEBIT,13800.56,PEN,SUCCESS
ACH02000199,ACC000962,CUS000651,BCP,2026-08-25T10:54:04,DEBIT,12151.37,PEN,SUCCESS
ACH02000200,ACC000987,CUS000671,BCP,2026-08-25T03:15:58,TRANSFER,14196.92,PEN,SUCCESS
ACH02000201,ACC000032,CUS000021,BBVA,2026-08-25T13:58:25,DEBIT,13576.58,USD,SUCCESS
ACH02000202,ACC000155,CUS000104,BBVA,2026-08-25T14:45:11,TRANSFER,6981.25,PEN,SUCCESS
ACH02000203,ACC001337,CUS000903,BCP,2026-08-25T03:35:58,DEBIT,1229.3,PEN,SUCCESS
ACH02000204,ACC001203,CUS000811,BanBif,2026-08-25T20:12:49,TRANSFER,4491.47,USD,SUCCESS
ACH02000205,ACC001295,CUS000874,Interbank,2026-08-25T00:12:48,DEBIT,10937.58,PEN,SUCCESS
ACH02000206,ACC000670,CUS000459,BBVA,2026-08-25T01:12:20,TRANSFER,3244.41,USD,SUCCESS
ACH02000207,ACC000622,CUS000426,BBVA,2026-08-25T04:20:05,DEBIT,12652.8,PEN,REJECTED
ACH02000208,ACC001440,CUS000969,BCP,2026-08-25T19:25:44,TRANSFER,4430.83,USD,SUCCESS
ACH02000209,ACC001054,CUS000714,BanBif,2026-08-25T00:02:33,DEBIT,5188.2,PEN,SUCCESS
ACH02000210,ACC000026,CUS000018,BBVA,2026-08-25T07:22:32,TRANSFER,7924.33,USD,SUCCESS
ACH02000211,ACC000311,CUS000209,BBVA,2026-08-25T21:29:51,DEBIT,14466.74,PEN,SUCCESS
ACH02000212,ACC001445,CUS000972,BBVA,2026-08-25T02:12:15,DEBIT,4047.0,USD,SUCCESS
ACH02000213,ACC001228,CUS000828,Interbank,2026-08-25T04:52:14,TRANSFER,4666.66,USD,SUCCESS
ACH02000214,ACC001447,CUS000973,Interbank,2026-08-25T21:19:28,DEBIT,8439.77,USD,SUCCESS
ACH02000215,ACC000065,CUS000042,Interbank,2026-08-25T18:40:40,TRANSFER,3333.37,PEN,SUCCESS
ACH02000216,ACC001347,CUS000909,Scotiabank,2026-08-25T07:30:20,TRANSFER,9682.31,USD,SUCCESS
ACH02000217,ACC000193,CUS000132,Interbank,2026-08-25T04:08:07,CREDIT,14703.47,PEN,SUCCESS
ACH02000218,ACC001124,CUS000761,BCP,2026-08-25T12:16:31,TRANSFER,8249.98,PEN,SUCCESS
ACH02000219,ACC000667,CUS000457,BCP,2026-08-25T06:51:19,TRANSFER,14550.26,PEN,SUCCESS
ACH02000220,ACC000207,CUS000141,BBVA,2026-08-25T11:57:04,TRANSFER,4770.66,PEN,SUCCESS
ACH02000221,ACC000500,CUS000341,BCP,2026-08-25T15:59:52,TRANSFER,14916.61,USD,FAILED
ACH02000222,ACC000142,CUS000096,BCP,2026-08-25T21:32:36,CREDIT,1921.38,USD,SUCCESS
ACH02000223,ACC001416,CUS000954,BCP,2026-08-25T23:27:43,DEBIT,9482.08,USD,SUCCESS
ACH02000224,ACC000623,CUS000427,Interbank,2026-08-25T11:35:24,TRANSFER,11757.3,USD,SUCCESS
ACH02000225,ACC000679,CUS000465,BanBif,2026-08-25T20:10:04,DEBIT,13526.52,PEN,SUCCESS
ACH02000226,ACC000033,CUS000022,BBVA,2026-08-25T02:11:10,DEBIT,3039.64,USD,SUCCESS
ACH02000227,ACC000650,CUS000445,BanBif,2026-08-25T23:22:16,CREDIT,2595.2,PEN,PENDING
ACH02000228,ACC000635,CUS000435,Scotiabank,2026-08-25T15:42:41,CREDIT,5323.84,USD,FAILED
ACH02000229,ACC001103,CUS000745,Interbank,2026-08-25T13:23:13,TRANSFER,12829.83,PEN,SUCCESS
ACH02000230,ACC001162,CUS000785,BBVA,2026-08-25T04:38:14,DEBIT,4071.45,PEN,SUCCESS
ACH02000231,ACC001060,CUS000717,BanBif,2026-08-25T09:07:15,TRANSFER,6659.31,PEN,SUCCESS
ACH02000232,ACC001049,CUS999091,Interbank,2026-08-25T09:39:42,CREDIT,11937.14,USD,SUCCESS
ACH02000233,ACC000943,CUS000638,Scotiabank,2026-08-25T05:26:25,DEBIT,11940.97,USD,REJECTED
ACH02000234,ACC000471,CUS000318,BCP,2026-08-25T12:56:15,DEBIT,7510.1,PEN,SUCCESS
ACH02000235,ACC000889,CUS000601,BanBif,2026-08-25T11:31:53,TRANSFER,5349.05,PEN,SUCCESS
ACH02000236,ACC000870,CUS000591,BBVA,2026-08-25T11:54:43,DEBIT,1610.11,USD,SUCCESS
