transaction_id,atm_id,account_id,customer_id,transaction_date,transaction_type,amount,currency,status
ATM03000099,ATM0048,ACC000337,CUS000227,2026-08-26T05:17:09,WITHDRAWAL,680.26,PEN,SUCCESS
ATM03000100,ATM0040,ACC000985,CUS000670,2026-08-26T06:52:25,WITHDRAWAL,1776.48,USD,SUCCESS
ATM03000101,ATM0016,ACC000571,CUS000391,2026-08-26T07:29:41,TRANSFER,2843.9,USD,SUCCESS
ATM03000102,ATM0054,ACC000530,CUS000360,2026-08-26T03:59:13,DEPOSIT,1476.21,PEN,SUCCESS
ATM03000103,ATM0010,ACC000986,CUS000670,2026-08-26T15:06:41,DEPOSIT,2772.18,PEN,SUCCESS
ATM03000104,ATM0016,ACC000702,CUS000482,2026-08-26T09:27:40,DEPOSIT,570.39,USD,SUCCESS
ATM03000105,ATM0040,ACC000709,CUS000486,2026-08-26T15:54:53,DEPOSIT,2307.53,USD,SUCCESS
ATM03000106,ATM0019,ACC000732,CUS000500,2026-08-26T13:57:54,WITHDRAWAL,1493.55,USD,SUCCESS
ATM03000107,ATM0058,ACC001328,CUS000896,2026-08-26T19:10:56,DEPOSIT,1794.84,USD,SUCCESS
ATM03000108,ATM0057,ACC001442,CUS000970,2026-08-26T01:26:11,WITHDRAWAL,1116.52,USD,SUCCESS
ATM03000109,ATM0011,ACC000912,CUS000617,2026-08-26T19:18:40,DEPOSIT,1279.95,USD,SUCCESS
ATM03000067,ATM0017,ACC001011,CUS000685,2026-08-26T20:04:34,DEPOSIT,1642.81,USD,SUCCESS
ATM03000111,ATM0050,ACC000469,CUS000316,2026-08-26T02:32:37,WITHDRAWAL,1517.46,PEN,SUCCESS
ATM03000112,ATM0043,ACC000629,CUS000432,2026-08-26T17:09:08,TRANSFER,2452.54,PEN,SUCCESS
ATM03000113,ATM0020,ACC000923,CUS000624,2026-08-26T09:40:18,DEPOSIT,247.91,USD,SUCCESS
ATM03000114,ATM0004,ACC000252,CUS000171,2026-08-26T23:06:54,TRANSFER,2397.54,PEN,SUCCESS
ATM03000115,ATM0048,ACC000234,CUS000160,2026-08-26T08:06:40,TRANSFER,628.32,PEN,SUCCESS
ATM03000116,ATM0049,ACC000685,CUS000468,2026-08-26T10:24:52,WITHDRAWAL,879.14,PEN,SUCCESS
ATM03000117,ATM0027,ACC000162,CUS000109,2026-08-26T06:13:08,TRANSFER,1779.8,PEN,SUCCESS
ATM03000118,ATM0028,ACC000318,CUS000215,2026-08-26T13:46:58,TRANSFER,2832.82,USD,SUCCESS
ATM03000119,ATM0030,ACC000351,CUS000237,2026-08-26T13:58:41,DEPOSIT,2962.68,USD,SUCCESS
ATM03000120,ATM0019,ACC000277,CUS000187,2026-08-26T05:16:59,WITHDRAWAL,2436.81,USD,SUCCESS
ATM03000121,ATM0043,ACC001123,CUS000760,2026-08-26T12:10:02,WITHDRAWAL,1364.46,USD,SUCCESS
ATM03000122,ATM0042,ACC001435,CUS000965,2026-08-26T03:23:15,WITHDRAWAL,1139.47,USD,SUCCESS
ATM03000123,ATM0054,ACC000962,CUS000651,2026-08-26T11:49:32,WITHDRAWAL,534.57,PEN,SUCCESS
ATM03000124,ATM0034,ACC001188,CUS000802,2026-08-26T03:52:51,WITHDRAWAL,-888.02,PEN,FAILED
ATM03000125,ATM0030,ACC001260,CUS000848,2026-08-26T16:34:51,DEPOSIT,463.58,PEN,SUCCESS
ATM03000126,ATM0045,ACC000183,CUS000125,2026-08-26T14:29:00,WITHDRAWAL,465.53,USD,REJECTED
ATM03000127,ATM0046,ACC000548,CUS000373,2026-08-26T23:23:18,DEPOSIT,2825.55,PEN,PENDING
ATM03000128,ATM0056,ACC000627,CUS000430,2026-08-26T20:30:39,WITHDRAWAL,2024.67,USD,SUCCESS
ATM03000129,ATM0010,ACC000604,CUS000414,2026-08-26T15:22:02,DEPOSIT,174.89,PEN,SUCCESS
ATM03000130,ATM0059,ACC000434,CUS000291,2026-08-26T14:36:35,TRANSFER,1891.4,USD,SUCCESS
ATM03000131,ATM0060,ACC000399,CUS000269,2026-08-26T21:02:59,WITHDRAWAL,354.4,USD,SUCCESS
ATM03000132,ATM0027,ACC000639,CUS000438,2026-08-26T16:58:48,WITHDRAWAL,1274.6,USD,SUCCESS
ATM03000133,ATM0050,ACC000783,CUS000532,2026-08-26T11:55:19,WITHDRAWAL,1938.27,USD,SUCCESS
ATM03000134,ATM0049,ACC000322,CUS000217,2026-08-26T06:11:10,TRANSFER,86.39,PEN,REJECTED
ATM03000135,ATM0019,ACC001120,CUS000758,2026-08-26T20:43:49,WITHDRAWAL,66.15,PEN,SUCCESS
ATM03000136,ATM0058,ACC001154,CUS000780,2026-08-26T17:31:03,WITHDRAWAL,1777.71,PEN,SUCCESS
ATM03000137,ATM0038,ACC000542,CUS000368,2026-08-26T10:37:53,DEPOSIT,662.42,PEN,SUCCESS
ATM03000138,ATM0047,ACC000125,CUS000083,2026-08-26T04:48:59,DEPOSIT,2764.6,USD,SUCCESS
ATM03000139,ATM0059,ACC000885,CUS000598,2026-08-26T02:11:43,DEPOSIT,2340.72,PEN,SUCCESS
ATM03000140,ATM0037,ACC000535,CUS000362,2026-08-26T06:50:54,TRANSFER,1953.72,PEN,SUCCESS
ATM03000141,ATM0035,ACC001005,CUS000681,2026-08-26T07:58:48,TRANSFER,252.94,USD,SUCCESS
ATM03000142,ATM0029,ACC000064,CUS000042,2026-08-26T19:52:17,DEPOSIT,976.56,PEN,SUCCESS
ATM03000143,ATM0011,ACC001012,CUS000686,2026-08-26T15:21:21,DEPOSIT,1889.64,PEN,SUCCESS
ATM03000144,ATM0026,ACC000667,CUS000457,2026-08-26T17:06:00,TRANSFER,2567.2,PEN,SUCCESS
ATM03000145,ATM0012,ACC000857,CUS000582,2026-08-26T16:38:52,TRANSFER,2540.46,PEN,SUCCESS
ATM03000146,ATM0022,ACC000905,CUS000613,2026-08-26T09:20:08,WITHDRAWAL,1416.84,PEN,SUCCESS
ATM03000147,ATM0054,ACC000274,CUS000185,2026-08-26T18:55:22,TRANSFER,1523.27,USD,SUCCESS
ATM03000148,ATM0006,ACC000902,CUS000611,2026-08-26T12:14:25,TRANSFER,2847.71,USD,SUCCESS
ATM03000149,ATM0006,ACC001221,CUS000822,2026-08-26T12:55:00,TRANSFER,2603.75,PEN,SUCCESS
ATM03000150,ATM0005,ACC001476,CUS000992,2026-08-26T00:26:14,DEPOSIT,1753.0,PEN,SUCCESS
ATM03000151,ATM0010,ACC000765,CUS000520,2026-08-26T11:02:03,TRANSFER,2834.1,USD,SUCCESS
ATM03000152,ATM0042,ACC001351,CUS000911,2026-08-26T04:04:13,DEPOSIT,2357.93,PEN,SUCCESS
ATM03000153,ATM0006,ACC000800,CUS000542,2026-08-26T18:52:28,WITHDRAWAL,1011.24,PEN,SUCCESS
ATM03000154,ATM0053,ACC000448,CUS000301,2026-08-26T23:16:40,WITHDRAWAL,991.65,USD,SUCCESS
ATM03000155,ATM0023,ACC001234,CUS000833,2026-08-26T13:38:41,TRANSFER,276.9,USD,SUCCESS
ATM03000156,ATM0024,ACC000529,CUS000359,2026-08-26T19:17:38,DEPOSIT,1267.77,PEN,SUCCESS
ATM03000157,ATM0017,ACC001424,CUS000959,2026-08-26T07:40:57,DEPOSIT,-486.17,USD,SUCCESS
ATM03000158,ATM0024,ACC001468,CUS000987,2026-08-26T17:27:11,DEPOSIT,2085.86,USD,SUCCESS
ATM03000159,ATM0012,ACC000908,CUS000615,2026-08-26T20:59:39,WITHDRAWAL,1047.79,USD,SUCCESS
ATM03000160,ATM0002,ACC000068,CUS000045,2026-08-26T09:31:56,TRANSFER,119.54,USD,SUCCESS
ATM03000161,ATM0049,ACC001347,CUS000909,2026-08-26T00:19:43,DEPOSIT,2621.8,PEN,SUCCESS
ATM03000162,ATM0024,ACC000748,CUS000511,2026-08-26T14:45:11,TRANSFER,2970.88,PEN,SUCCESS
ATM03000163,ATM0001,ACC000810,CUS000548,2026-08-26T02:27:45,DEPOSIT,2035.91,PEN,SUCCESS
ATM03000164,ATM0058,ACC000839,CUS000569,2026-08-26T08:09:11,DEPOSIT,2525.26,USD,SUCCESS
ATM03000165,ATM0005,ACC000088,CUS000057,2026-08-26T12:58:18,WITHDRAWAL,1942.71,USD,SUCCESS
ATM03000166,ATM0053,ACC000914,CUS000618,2026-08-26T16:34:45,TRANSFER,2892.01,PEN,SUCCESS
ATM03000167,ATM0019,ACC000365,CUS000245,2026-08-26T18:38:17,DEPOSIT,490.57,USD,SUCCESS
ATM03000168,ATM0036,ACC000062,CUS000041,2026-08-26T09:34:35,DEPOSIT,315.57,USD,SUCCESS
ATM03000169,ATM0053,ACC001465,CUS000985,2026-08-26T17:46:41,DEPOSIT,1634.87,PEN,SUCCESS
ATM03000170,ATM0028,ACC001191,CUS000804,2026-08-26T14:17:54,WITHDRAWAL,2537.67,PEN,SUCCESS
ATM03000171,ATM0024,ACC001462,CUS000984,2026-08-26T04:01:48,DEPOSIT,501.35,PEN,REJECTED
ATM03000172,ATM0023,ACC000809,CUS000547,2026-08-26T14:15:53,DEPOSIT,718.35,PEN,REJECTED
ATM03000173,ATM0036,ACC000333,CUS000224,2026-08-26T03:35:57,WITHDRAWAL,553.61,USD,SUCCESS
ATM03000174,ATM0012,ACC000005,CUS000003,2026-08-26T00:31:08,WITHDRAWAL,2161.72,USD,SUCCESS
ATM03000175,ATM0053,ACC000064,CUS000042,2026-08-26T17:03:21,TRANSFER,2248.79,PEN,SUCCESS
ATM03000176,ATM0005,ACC000546,CUS000371,2026-08-26T19:42:39,TRANSFER,1149.87,PEN,SUCCESS
ATM03000177,ATM0027,ACC000015,CUS000009,2026-08-26T15:09:59,TRANSFER,2292.68,USD,SUCCESS
ATM03000178,ATM0007,ACC000690,CUS000473,2026-08-26T11:09:11,TRANSFER,152.73,USD,SUCCESS
ATM03000179,ATM0036,ACC001328,CUS000896,2026-08-26T18:02:00,DEPOSIT,1520.78,USD,SUCCESS
ATM03000180,ATM0058,ACC000060,CUS000040,2026-08-26T07:31:50,WITHDRAWAL,419.31,USD,SUCCESS
ATM03000181,ATM0047,ACC001309,CUS000883,2026-08-26T10:45:51,WITHDRAWAL,2647.67,PEN,SUCCESS
ATM03000182,ATM0027,ACC000444,CUS000298,2026-08-26T10:53:27,WITHDRAWAL,1027.36,PEN,SUCCESS
ATM03000183,ATM0052,ACC000141,CUS000095,2026-08-26T01:46:01,DEPOSIT,2576.08,PEN,SUCCESS
ATM03000184,ATM0039,ACC000296,CUS000200,2026-08-26T20:17:13,DEPOSIT,2677.41,USD,SUCCESS
ATM03000185,ATM0018,ACC000296,CUS000200,2026-08-26T05:21:49,TRANSFER,46.76,USD,SUCCESS
ATM03000186,ATM0023,ACC001432,CUS000963,2026-08-26T09:08:44,WITHDRAWAL,2332.62,USD,SUCCESS
ATM03000187,ATM0044,ACC000356,CUS000240,2026-08-26T03:18:10,TRANSFER,247.1,PEN,SUCCESS
ATM03000188,ATM0004,ACC000258,CUS000174,2026-08-26T15:44:59,TRANSFER,2883.67,PEN,SUCCESS
ATM03000189,ATM0024,ACC001024,CUS000693,2026-08-26T03:22:04,TRANSFER,2238.08,USD,SUCCESS
ATM03000190,ATM0007,ACC001353,CUS000912,2026-08-26T23:20:39,WITHDRAWAL,1107.16,USD,SUCCESS
ATM03000191,ATM0054,ACC000819,CUS000554,2026-08-26T15:23:24,DEPOSIT,2971.99,PEN,SUCCESS
ATM03000192,ATM0012,ACC000452,CUS000304,2026-08-26T19:49:13,WITHDRAWAL,337.56,USD,SUCCESS
ATM03000193,ATM0031,ACC000793,CUS000538,2026-08-26T11:22:15,TRANSFER,2326.4,PEN,SUCCESS
ATM03000194,ATM0043,ACC000879,CUS000595,2026-08-26T23:12:20,WITHDRAWAL,2161.4,USD,SUCCESS
ATM03000195,ATM0017,ACC001410,CUS000949,2026-08-26T12:23:37,TRANSFER,1690.57,USD,SUCCESS
ATM03000196,ATM0045,ACC000150,CUS000101,2026-08-26T06:36:52,TRANSFER,583.88,USD,SUCCESS
ATM03000197,ATM0018,ACC000027,CUS000018,2026-08-26T17:03:01,WITHDRAWAL,2134.92,PEN,SUCCESS
ATM03000198,ATM0045,ACC000443,CUS000298,2026-08-26T16:46:53,TRANSFER,2294.16,PEN,SUCCESS
ATM03000199,ATM0060,ACC000348,CUS000235,2026-08-26T12:54:39,TRANSFER,2456.51,PEN,SUCCESS
ATM03000200,ATM0039,ACC000478,CUS000324,2026-08-26T23:06:51,TRANSFER,587.13,USD,SUCCESS
ATM03000201,ATM0006,ACC000550,CUS000374,2026-08-26T09:09:47,TRANSFER,1266.64,PEN,FAILED
ATM03000202,ATM0038,ACC000480,CUS000325,2026-08-26T03:32:18,WITHDRAWAL,20.24,PEN,SUCCESS
ATM03000203,ATM0050,ACC000603,CUS000413,2026-08-26T17:00:44,DEPOSIT,235.35,PEN,SUCCESS
ATM03000204,ATM0015,ACC001172,CUS000791,2026-08-26T14:18:32,WITHDRAWAL,1491.52,PEN,FAILED
ATM03000205,ATM0015,ACC001121,CUS995987,2026-08-26T17:26:26,TRANSFER,271.34,PEN,SUCCESS
ATM03000206,ATM0010,ACC001146,CUS000774,2026-08-26T07:07:15,TRANSFER,1682.3,USD,SUCCESS
ATM03000207,ATM0032,ACC000974,CUS000660,2026-08-26T18:53:03,TRANSFER,2561.66,USD,SUCCESS
ATM03000208,ATM0004,ACC000142,CUS000096,2026-08-26T00:58:54,TRANSFER,2827.24,USD,SUCCESS
ATM03000209,ATM0015,ACC000473,CUS000320,2026-08-26T08:55:49,TRANSFER,2798.84,PEN,SUCCESS
ATM03000210,ATM0047,ACC000688,CUS000471,2026-08-26T14:38:28,WITHDRAWAL,2996.9,PEN,SUCCESS
ATM03000211,ATM0027,ACC001395,CUS000939,2026-08-26T13:12:54,TRANSFER,1945.73,PEN,SUCCESS
ATM03000004,ATM0013,ACC001339,CUS000904,2026-08-26T12:31:41,TRANSFER,1512.4,PEN,FAILED
ATM03000213,ATM0005,ACC000682,CUS000467,2026-08-26T09:04:58,TRANSFER,996.26,USD,SUCCESS
ATM03000214,ATM0052,ACC001323,CUS000892,2026-08-26T09:18:49,WITHDRAWAL,2966.78,PEN,SUCCESS
ATM03000215,ATM0004,ACC000011,CUS000006,2026-08-26T04:38:14,TRANSFER,500.5,PEN,FAILED
ATM03000216,ATM0002,ACC000034,CUS000022,2026-08-26T16:00:30,WITHDRAWAL,2149.94,PEN,SUCCESS
ATM03000217,ATM0027,ACC001128,CUS000763,2026-08-26T00:44:43,DEPOSIT,122.66,USD,SUCCESS
ATM03000218,ATM0029,ACC000457,CUS000308,2026-08-26T22:20:24,WITHDRAWAL,223.16,PEN,SUCCESS
ATM03000219,ATM0031,ACC001374,CUS000925,2026-08-26T00:07:39,TRANSFER,2429.19,PEN,SUCCESS
ATM03000220,ATM0011,ACC001168,CUS000789,2026-08-26T13:07:36,DEPOSIT,1597.41,PEN,SUCCESS
ATM03000221,ATM0026,ACC000762,CUS000518,2026-08-26T23:27:44,DEPOSIT,1796.96,USD,FAILED
ATM03000222,ATM0043,ACC001280,CUS000862,2026-08-26T20:32:03,TRANSFER,972.85,USD,PENDING
ATM03000223,ATM0041,ACC000374,CUS000252,2026-08-26T15:13:57,TRANSFER,2566.05,USD,SUCCESS
ATM03000224,ATM0010,ACC000633,CUS000434,2026-08-26T03:38:38,TRANSFER,2094.01,PEN,SUCCESS
ATM03000225,ATM0030,ACC000083,CUS000054,2026-08-26T22:59:09,TRANSFER,2392.71,USD,SUCCESS
ATM03000226,ATM0037,ACC000651,CUS000446,2026-08-26T07:56:27,TRANSFER,1830.95,USD,SUCCESS
ATM03000227,ATM0056,ACC001431,CUS000963,2026-08-26T15:57:50,WITHDRAWAL,1002.51,USD,SUCCESS
