transaction_id,atm_id,account_id,customer_id,transaction_date,transaction_type,amount,currency,status
ATM02000143,ATM0009,ACC000951,CUS000643,2026-08-25T09:33:51,TRANSFER,2765.86,USD,SUCCESS
ATM02000144,ATM0042,ACC001460,CUS000982,2026-08-25T03:32:46,WITHDRAWAL,1216.58,PEN,SUCCESS
ATM02000145,ATM0028,ACC001398,CUS000941,2026-08-25T04:37:32,TRANSFER,801.77,PEN,SUCCESS
ATM02000146,ATM0010,ACC001091,CUS000738,2026-08-25T04:33:03,WITHDRAWAL,528.32,USD,SUCCESS
ATM02000147,ATM0052,ACC000221,CUS000150,2026-08-25T20:52:31,TRANSFER,748.14,PEN,SUCCESS
ATM02000148,ATM0022,ACC001178,CUS000276,2026-08-25T09:08:25,WITHDRAWAL,2079.9,USD,SUCCESS
ATM02000149,ATM0007,ACC000175,CUS995292,2026-08-25T10:46:56,TRANSFER,1299.62,PEN,SUCCESS
ATM02000150,ATM0028,ACC000832,CUS000564,2026-08-25T14:42:09,DEPOSIT,2589.2,PEN,SUCCESS
ATM02000151,ATM0039,ACC000112,CUS000072,2026-08-25T02:55:17,TRANSFER,2216.58,USD,SUCCESS
ATM02000152,ATM0012,ACC000853,CUS000579,2026-08-25T14:24:49,TRANSFER,2526.88,USD,SUCCESS
ATM02000153,ATM0059,ACC000858,CUS000583,2026-08-25T03:01:41,DEPOSIT,176.03,PEN,SUCCESS
ATM02000154,ATM0054,ACC000402,CUS000271,2026-08-25T00:50:35,TRANSFER,1949.14,PEN,SUCCESS
ATM02000155,ATM0039,ACC001336,CUS000902,2026-08-25T06:00:45,TRANSFER,2694.42,PEN,SUCCESS
ATM02000156,ATM0019,ACC000863,CUS000586,2026-08-25T03:15:59,WITHDRAWAL,1341.01,PEN,FAILED
ATM02000157,ATM0022,ACC000045,CUS000030,2026-08-25T23:15:04,DEPOSIT,878.71,USD,SUCCESS
ATM02000158,ATM0015,ACC001114,CUS000754,2026-08-25T11:54:43,WITHDRAWAL,2780.84,USD,SUCCESS
ATM02000159,ATM0004,ACC000160,CUS000108,2026-08-25T17:52:01,WITHDRAWAL,1374.95,PEN,SUCCESS
ATM02000160,ATM0026,ACC001489,CUS001000,2026-08-25T02:01:25,TRANSFER,2991.32,PEN,SUCCESS
ATM02000161,ATM0053,ACC001030,CUS000697,2026-08-25T08:34:48,WITHDRAWAL,2263.71,PEN,SUCCESS
ATM02000162,ATM0046,ACC000192,CUS000132,2026-08-25T23:24:47,WITHDRAWAL,2984.44,PEN,SUCCESS
ATM02000163,ATM0054,ACC001187,CUS000802,2026-08-25T23:39:29,TRANSFER,1290.54,USD,SUCCESS
ATM02000164,ATM0008,ACC000046,CUS000031,2026-08-25T08:24:45,DEPOSIT,2814.16,USD,SUCCESS
ATM02000165,ATM0016,ACC000425,CUS000286,2026-08-25T15:54:04,TRANSFER,2513.63,PEN,SUCCESS
ATM02000166,ATM0033,ACC001306,CUS000881,2026-08-25T12:43:27,TRANSFER,1811.3,USD,SUCCESS
ATM02000167,ATM0021,ACC000707,CUS000485,2026-08-25T15:16:43,DEPOSIT,-1171.24,PEN,FAILED
ATM02000168,ATM0019,ACC000098,CUS000063,2026-08-25T08:00:05,WITHDRAWAL,1775.75,PEN,SUCCESS
ATM02000169,ATM0007,ACC001292,CUS000871,2026-08-25T01:45:53,DEPOSIT,1521.04,PEN,SUCCESS
ATM02000170,ATM0050,ACC001257,CUS000847,2026-08-25T15:00:02,WITHDRAWAL,2099.26,PEN,REJECTED
ATM02000171,ATM0034,ACC001220,CUS000821,2026-08-25T20:18:10,DEPOSIT,744.69,PEN,SUCCESS
ATM02000172,ATM0008,ACC001383,CUS000931,2026-08-25T03:01:02,DEPOSIT,285.0,USD,SUCCESS
ATM02000173,ATM0042,ACC000617,CUS000423,2026-08-25T21:09:17,TRANSFER,2248.79,PEN,SUCCESS
ATM02000067,ATM0035,ACC000014,CUS000008,2026-08-25T00:15:48,DEPOSIT,1215.76,USD,SUCCESS
ATM02000175,ATM0049,ACC000817,CUS000553,2026-08-25T05:21:59,WITHDRAWAL,411.23,USD,SUCCESS
ATM02000176,ATM0039,ACC001287,CUS000867,2026-08-25T11:21:55,TRANSFER,2513.0,PEN,SUCCESS
ATM02000177,ATM0013,ACC000432,CUS000290,2026-08-25T01:32:41,WITHDRAWAL,2059.26,USD,SUCCESS
ATM02000178,ATM0005,ACC000967,CUS000654,2026-08-25T21:55:30,WITHDRAWAL,2220.24,PEN,FAILED
ATM02000179,ATM0060,ACC001048,CUS000709,2026-08-25T13:53:58,TRANSFER,2615.74,PEN,SUCCESS
ATM02000180,ATM0059,ACC000288,CUS000195,2026-08-25T17:46:25,WITHDRAWAL,812.44,USD,SUCCESS
ATM02000181,ATM0048,ACC000550,CUS000374,2026-08-25T20:46:14,TRANSFER,2932.12,PEN,SUCCESS
ATM02000182,ATM0021,ACC000226,CUS000154,2026-08-25T11:43:21,DEPOSIT,1406.0,USD,SUCCESS
ATM02000183,ATM0054,ACC000989,CUS000672,2026-08-25T10:15:45,DEPOSIT,2914.59,USD,SUCCESS
ATM02000184,ATM0054,ACC001115,CUS000755,2026-08-25T06:22:21,WITHDRAWAL,1138.21,PEN,SUCCESS
ATM02000185,ATM0059,ACC000072,CUS000048,2026-08-25T18:00:14,WITHDRAWAL,1704.32,USD,SUCCESS
ATM02000186,ATM0027,ACC000187,CUS000128,2026-08-25T04:33:43,WITHDRAWAL,2705.76,USD,SUCCESS
ATM02000187,ATM0013,ACC000149,CUS000100,2026-08-25T11:36:42,DEPOSIT,774.3,PEN,SUCCESS
ATM02000188,ATM0025,ACC000272,CUS000184,2026-08-25T07:11:55,DEPOSIT,2828.91,PEN,SUCCESS
ATM02000189,ATM0026,ACC000153,CUS000103,2026-08-25T12:14:10,TRANSFER,2045.09,PEN,SUCCESS
ATM02000190,ATM0044,ACC001384,CUS000932,2026-08-25T23:23:40,WITHDRAWAL,1133.23,USD,SUCCESS
ATM02000191,ATM0033,ACC001362,CUS000917,2026-08-25T15:24:14,DEPOSIT,2380.21,USD,SUCCESS
ATM02000192,ATM0049,ACC001096,CUS000740,2026-08-25T17:48:31,DEPOSIT,273.48,USD,SUCCESS
ATM02000193,ATM0037,ACC001134,CUS000767,2026-08-25T06:17:58,WITHDRAWAL,355.53,PEN,SUCCESS
ATM02000194,ATM0005,ACC000083,CUS000054,2026-08-25T13:33:53,TRANSFER,974.06,USD,REJECTED
ATM02000195,ATM0037,ACC001367,CUS000920,2026-08-25T13:17:54,DEPOSIT,2884.68,PEN,FAILED
ATM02000196,ATM0012,ACC001222,CUS000823,2026-08-25T22:06:00,TRANSFER,2474.51,PEN,SUCCESS
ATM02000197,ATM0041,ACC000590,CUS000403,2026-08-25T03:23:26,TRANSFER,1886.03,PEN,SUCCESS
ATM02000198,ATM0013,ACC000687,CUS000470,2026-08-25T13:01:47,WITHDRAWAL,158.27,PEN,SUCCESS
ATM02000199,ATM0019,ACC000122,CUS000081,2026-08-25T03:15:56,WITHDRAWAL,2082.97,PEN,SUCCESS
ATM02000200,ATM0037,ACC001275,CUS000859,2026-08-25T02:08:37,DEPOSIT,1684.25,USD,SUCCESS
ATM02000201,ATM0056,ACC000129,CUS000086,2026-08-25T09:52:16,TRANSFER,1166.67,PEN,SUCCESS
ATM02000202,ATM0050,ACC000988,CUS000671,2026-08-25T13:51:56,DEPOSIT,141.54,USD,SUCCESS
ATM02000203,ATM0051,ACC000783,CUS000532,2026-08-25T16:32:00,TRANSFER,2948.29,PEN,SUCCESS
ATM02000204,ATM0011,ACC001459,CUS000982,2026-08-25T03:07:47,TRANSFER,2371.65,PEN,SUCCESS
ATM02000205,ATM0028,ACC001239,CUS000836,2026-08-25T17:39:06,TRANSFER,440.62,USD,SUCCESS
ATM02000206,ATM0043,ACC001083,CUS000732,2026-08-25T23:42:27,WITHDRAWAL,2770.08,USD,SUCCESS
ATM02000207,ATM0007,ACC000971,CUS000658,2026-08-25T08:28:22,TRANSFER,1922.86,PEN,SUCCESS
ATM02000170,ATM0050,ACC001257,CUS000847,2026-08-25T15:00:02,WITHDRAWAL,2099.26,PEN,REJECTED
ATM02000209,ATM0010,ACC000027,CUS000018,2026-08-25T13:15:13,DEPOSIT,570.86,USD,SUCCESS
ATM02000210,ATM0043,ACC001149,CUS000776,2026-08-25T21:12:39,TRANSFER,1972.67,PEN,SUCCESS
ATM02000211,ATM0036,ACC000394,CUS000266,2026-08-25T23:41:31,TRANSFER,36.4,USD,SUCCESS
ATM02000212,ATM0054,ACC001329,CUS000897,2026-08-25T08:20:49,TRANSFER,1194.3,PEN,SUCCESS
ATM02000213,ATM0014,ACC001253,CUS000844,2026-08-25T20:09:59,DEPOSIT,2926.46,USD,SUCCESS
ATM02000212,ATM0060,ACC000319,CUS000215,2026-08-25T11:00:29,TRANSFER,1933.46,PEN,SUCCESS
ATM02000215,ATM0031,ACC001390,CUS000937,2026-08-25T11:02:34,WITHDRAWAL,1085.49,PEN,SUCCESS
ATM02000216,ATM0047,ACC001053,CUS000714,2026-08-25T23:29:06,DEPOSIT,1242.23,PEN,SUCCESS
ATM02000217,ATM0059,ACC000134,CUS000090,2026-08-25T02:54:45,DEPOSIT,1212.32,PEN,SUCCESS
ATM02000218,ATM0035,ACC000634,CUS000435,2026-08-25T07:33:05,DEPOSIT,2659.5,USD,SUCCESS
ATM02000219,ATM0030,ACC001331,CUS000899,2027-04-02T00:42:07,WITHDRAWAL,435.55,PEN,SUCCESS
ATM02000220,ATM0047,ACC001033,CUS000700,2026-08-25T10:22:49,WITHDRAWAL,2585.99,PEN,SUCCESS
ATM02000221,ATM0036,ACC000113,CUS000073,2026-08-25T04:43:26,DEPOSIT,302.64,PEN,SUCCESS
ATM02000222,ATM0021,ACC000588,CUS000402,2026-08-25T22:11:44,WITHDRAWAL,2559.74,USD,SUCCESS
ATM02000223,ATM0025,ACC000391,CUS000264,2026-08-25T11:25:40,TRANSFER,234.44,PEN,SUCCESS
ATM02000224,ATM0025,ACC001193,CUS000806,2026-08-25T04:32:52,DEPOSIT,361.18,PEN,SUCCESS
ATM02000225,ATM0037,ACC000296,CUS000200,2026-08-25T11:00:39,WITHDRAWAL,192.48,USD,SUCCESS
ATM02000226,ATM0047,ACC001434,CUS000964,2026-08-25T19:16:16,DEPOSIT,282.36,PEN,SUCCESS
ATM02000093,ATM0023,ACC000618,CUS000424,2026-08-25T00:37:56,WITHDRAWAL,106.76,PEN,SUCCESS
