transaction_id,account_id,customer_id,counterparty_bank,transaction_date,transaction_type,amount,currency,status
ACH02000160,,CUS000661,BanBif,2026-08-25T19:06:34,TRANSFER,14377.51,PEN,SUCCESS
ACH02000163,ACC001144,CUS000773,BanBif,2026-08-25T12:48:46,TRANSFER,-5266.49,PEN,SUCCESS
ACH02000170,ACC001291,CUS000870,Scotiabank,2026-08-25T06:37:00,CREDIT,12522.45,USD,FAILED
ACH02000172,ACC001313,CUS000886,BanBif,2026-08-25T23:23:28,CREDIT,9936.63,USD,SUCCESS
ACH02000268,ACC000984,CUS000669,Scotiabank,2026-08-25T14:08:09,DEBIT,14149.89,PEN,SUCCESS
ACH02000270,ACC000467,CUS000315,BanBif,2026-08-25T03:03:59,CREDIT,7294.8,PEN,SUCCESS
ACH02000280,ACC000912,CUS000617,BanBif,2026-08-25T09:39:05,DEBIT,-12854.31,PEN,REJECTED
ACH02000270,ACC000850,CUS000577,BanBif,2026-08-25T03:11:37,CREDIT,8214.64,PEN,SUCCESS
ACH02000079,ACC001026,CUS000695,BBVA,2026-08-25T18:49:01,TRANSFER,8021.19,USD,SUCCESS
ACH02000326,ACC000181,CUS000124,BCP,2026-08-25T14:45:24,,7745.51,USD,SUCCESS
ACH02000268,ACC000823,CUS000557,BCP,2026-08-25T00:09:44,CREDIT,11073.76,PEN,SUCCESS
ACH02000424,ACC000391,CUS000264,BBVA,2026-08-25T08:25:32,TRANSFER,6641.4,USD,SUCCESS
ACH02000424,ACC000391,CUS000264,BBVA,2026-08-25T08:25:32,TRANSFER,6641.4,USD,SUCCESS
ACH02000447,ACC000972,CUS000659,BBVA,2026-08-25T22:00:03,,335.77,USD,SUCCESS
ACH02000509,ACC001436,CUS000966,BCP,2026-08-25T23:57:46,DEBIT,6129.28,,SUCCESS
ACH02000523,ACC000253,CUS000172,BCP,2026-08-25T00:06:48,CREDIT,6622.92,PEN,SUCCESS
ACH02000536,ACC000864,CUS000586,Interbank,2026-08-25T10:37:55,,12842.3,USD,SUCCESS
ACH02000724,ACC000276,CUS000187,BCP,2026-08-25T11:13:51,TRANSFER,10591.39,PEN,SUCCESS
ACH02000761,ACC001296,CUS000875,BanBif,2026-08-25T23:15:29,,7448.88,PEN,SUCCESS
ACH02000150,ACC001118,CUS000756,BanBif,2026-08-25T02:36:23,DEBIT,3825.39,USD,SUCCESS
ACH02000172,ACC001135,CUS000767,BCP,2026-08-25T10:54:10,TRANSFER,12447.61,USD,SUCCESS
ACH02000803,ACC000400,CUS000270,BanBif,2026-08-25T03:42:52,DEBIT,6163.84,,PENDING
ACH02000724,ACC000276,CUS000187,BCP,2026-08-25T11:13:51,TRANSFER,10591.39,PEN,SUCCESS
ACH02000862,ACC001232,CUS000831,BCP,2026-08-25T16:20:33,DEBIT,5262.02,USD,SUCCESS
ACH02000865,ACC000306,CUS000207,BanBif,2026-08-25T15:22:57,CREDIT,9424.55,PEN,SUCCESS
ACH02000886,ACC000258,CUS000174,Interbank,2026-08-25T06:59:38,CREDIT,-5206.38,PEN,FAILED
ACH02000862,ACC001407,CUS000947,BanBif,2026-08-25T21:51:14,DEBIT,7872.26,PEN,SUCCESS
ACH02001004,,CUS000110,Interbank,2026-08-25T04:26:04,DEBIT,5103.58,USD,SUCCESS
ACH02000865,ACC000306,CUS000207,BanBif,2026-08-25T15:22:57,CREDIT,9424.55,PEN,SUCCESS
ACH02001116,ACC000791,CUS000537,BBVA,2026-08-25T03:07:22,,11693.77,USD,SUCCESS
ACH02000170,ACC000455,CUS000306,BanBif,2026-08-25T19:12:28,TRANSFER,1325.5,USD,SUCCESS
ACH02001220,ACC001150,CUS000776,BanBif,2026-08-25T11:52:59,TRANSFER,-5490.0,PEN,SUCCESS
ACH02000523,ACC000253,CUS000172,BCP,2026-08-25T00:06:48,CREDIT,6622.92,PEN,SUCCESS
ACH03000016,ACC001182,CUS000799,Interbank,2026-08-26T17:04:26,DEBIT,8705.7,PEN,SUCCESS
ACH03000029,ACC001041,CUS000704,Scotiabank,2026-08-26T00:50:22,DEBIT,8738.39,,SUCCESS
ACH03000041,ACC000051,CUS000035,BanBif,2026-08-26T13:22:27,TRANSFER,10592.88,PEN,SUCCESS
ACH03000050,ACC001291,CUS000870,Interbank,2026-08-26T10:58:48,CREDIT,12843.26,USD,SUCCESS
ACH03000127,ACC001052,CUS000713,BCP,2026-08-26T11:39:41,CREDIT,11834.06,PEN,SUCCESS
ACH03000130,ACC000684,CUS000468,BanBif,2026-08-26T13:11:31,TRANSFER,6094.85,PEN,SUCCESS
ACH03000134,ACC001356,CUS000914,Scotiabank,2026-08-26T00:27:14,TRANSFER,545.18,PEN,SUCCESS
ACH03000146,ACC001480,CUS000995,BCP,2026-08-26T00:04:07,TRANSFER,2946.4,USD,FAILED
ACH03000041,ACC000051,CUS000035,BanBif,2026-08-26T13:22:27,TRANSFER,10592.88,PEN,SUCCESS
ACH03000127,ACC001052,CUS000713,BCP,2026-08-26T11:39:41,CREDIT,11834.06,PEN,SUCCESS
ACH03000206,ACC000199,CUS000136,Scotiabank,2026-08-26T13:33:49,CREDIT,1995.66,USD,SUCCESS
ACH03000130,ACC000684,CUS000468,BanBif,2026-08-26T13:11:31,TRANSFER,6094.85,PEN,SUCCESS
ACH03000225,ACC001268,CUS000855,BanBif,2026-08-26T22:11:53,TRANSFER,-6073.77,PEN,SUCCESS
ACH03000244,ACC000027,CUS000018,Scotiabank,2026-08-26T09:00:32,CREDIT,-4975.19,USD,SUCCESS
ACH03000333,ACC001039,CUS000703,Interbank,2026-08-26T05:00:26,,14464.75,USD,SUCCESS
ACH03000338,ACC000009,,BBVA,2026-08-26T16:17:38,DEBIT,12794.84,USD,SUCCESS
ACH03000206,ACC000199,CUS000136,Scotiabank,2026-08-26T13:33:49,CREDIT,1995.66,USD,SUCCESS
ACH03000367,ACC000257,CUS000174,Interbank,2026-08-26T11:20:30,TRANSFER,-6788.12,USD,REJECTED
ACH03000016,ACC001182,CUS000799,Interbank,2026-08-26T17:04:26,DEBIT,8705.7,PEN,SUCCESS
ACH03000455,ACC000001,CUS000001,Interbank,2026-08-26T07:40:06,TRANSFER,771.14,PEN,PENDING
ACH03000467,ACC000239,CUS000164,BanBif,2026-08-26T17:34:29,,1206.27,PEN,SUCCESS
ACH03000494,ACC000040,CUS000026,BanBif,2026-08-26T20:34:53,TRANSFER,3897.44,USD,SUCCESS
ACH03000514,ACC001026,CUS000695,BanBif,2026-08-26T14:15:39,TRANSFER,8115.96,USD,REJECTED
ACH03000134,ACC001364,CUS000918,BanBif,2026-08-26T22:05:29,CREDIT,8207.11,PEN,SUCCESS
ACH03000146,ACC001480,CUS000995,BCP,2026-08-26T00:04:07,TRANSFER,2946.4,USD,FAILED
ACH03000700,ACC000095,CUS000061,BCP,2026-08-26T00:15:18,DEBIT,7528.63,USD,SUCCESS
ACH03000741,,CUS000864,BanBif,2026-08-26T07:37:42,DEBIT,488.4,PEN,SUCCESS
ACH03000753,ACC000276,CUS000187,BBVA,2026-08-26T05:39:25,CREDIT,-12927.1,USD,SUCCESS
ACH03000768,ACC000455,CUS000306,Interbank,2026-08-26T08:19:50,DEBIT,5307.03,USD,SUCCESS
ACH03000790,ACC001426,CUS000960,BBVA,2026-08-26T01:29:33,TRANSFER,,USD,PENDING
ACH03000455,ACC000001,CUS000001,Interbank,2026-08-26T07:40:06,TRANSFER,771.14,PEN,PENDING
ACH03000494,ACC000040,CUS000026,BanBif,2026-08-26T20:34:53,TRANSFER,3897.44,USD,SUCCESS
ACH03000514,ACC001026,CUS000695,BanBif,2026-08-26T14:15:39,TRANSFER,8115.96,USD,REJECTED
ACH03000871,ACC001153,CUS000779,BanBif,2026-08-26T03:05:26,TRANSFER,-9215.24,USD,SUCCESS
ACH03000903,ACC000056,CUS000037,Interbank,2026-08-26T11:24:02,TRANSFER,-9315.8,PEN,FAILED
ACH03000992,ACC001280,CUS000862,Interbank,2026-08-26T08:56:07,TRANSFER,-6816.25,PEN,SUCCESS
ACH03001024,ACC001408,CUS000947,BBVA,2026-08-26T00:43:23,CREDIT,-4140.65,PEN,SUCCESS
ACH03000768,ACC000455,CUS000306,Interbank,2026-08-26T08:19:50,DEBIT,5307.03,USD,SUCCESS
ACH03000050,ACC000308,CUS000208,Scotiabank,2026-08-26T23:54:21,TRANSFER,6374.47,PEN,SUCCESS
ACH03001208,ACC000908,CUS000615,Interbank,2026-08-26T21:06:00,,12547.82,USD,SUCCESS
ACH03001233,,CUS000312,BCP,2026-08-26T18:59:44,TRANSFER,3634.18,PEN,SUCCESS
ACH03000700,ACC000544,CUS000370,BanBif,2026-08-26T16:09:40,CREDIT,12479.84,PEN,SUCCESS
ACH04000002,ACC000540,CUS000366,BanBif,2026-08-27T22:18:31,,477.99,USD,SUCCESS
ACH04000005,ACC000581,CUS000397,BBVA,2026-08-27T17:40:22,DEBIT,2709.59,USD,SUCCESS
ACH04000008,ACC000648,CUS000444,Scotiabank,2026-08-27T11:30:44,DEBIT,13399.68,USD,SUCCESS
ACH04000005,ACC000581,CUS000397,BBVA,2026-08-27T17:40:22,DEBIT,2709.59,USD,SUCCESS
ACH04000018,ACC000758,CUS000516,BBVA,2026-08-27T21:26:29,,1548.76,USD,SUCCESS
ACH04000027,ACC001367,CUS000920,Interbank,2026-08-27T11:45:03,CREDIT,1710.58,USD,SUCCESS
ACH04000055,ACC001249,CUS000842,BCP,2026-08-27T00:48:38,CREDIT,14540.49,PEN,SUCCESS
ACH04000056,ACC000092,CUS000060,BCP,2026-08-27T15:28:44,TRANSFER,-8088.14,PEN,SUCCESS
ACH04000125,ACC001481,CUS000995,Scotiabank,2026-08-27T04:35:41,TRANSFER,2778.21,PEN,SUCCESS
ACH04000134,ACC000132,CUS000088,BanBif,2026-08-27T18:20:21,TRANSFER,12087.58,USD,SUCCESS
ACH04000055,ACC000698,CUS000478,BBVA,2026-08-27T14:32:44,DEBIT,10716.82,PEN,SUCCESS
ACH04000157,ACC000635,CUS000435,BanBif,2026-08-27T14:42:29,TRANSFER,920.54,PEN,SUCCESS
ACH04000168,ACC000989,CUS000672,Scotiabank,2026-08-27T23:21:08,,7155.63,PEN,SUCCESS
ACH04000176,ACC000311,CUS000209,BCP,2026-08-27T11:02:11,DEBIT,1755.68,USD,SUCCESS
ACH04000008,ACC000579,CUS000395,Interbank,2026-08-27T12:20:47,DEBIT,7433.39,USD,REJECTED
ACH04000209,,CUS000092,BCP,2026-08-27T19:10:52,CREDIT,9203.23,PEN,REJECTED
ACH04000176,ACC000956,CUS000645,BCP,2026-08-27T17:48:33,TRANSFER,5539.42,USD,SUCCESS
ACH04000230,ACC000810,CUS000548,BCP,2026-08-27T04:50:29,CREDIT,6681.48,PEN,SUCCESS
ACH04000242,ACC000050,CUS000034,BCP,2026-08-27T03:46:02,TRANSFER,3207.75,USD,SUCCESS
ACH04000134,ACC000883,CUS000597,Interbank,2026-08-27T06:55:06,TRANSFER,12905.69,PEN,PENDING
ACH04000125,ACC001481,CUS000995,Scotiabank,2026-08-27T04:35:41,TRANSFER,2778.21,PEN,SUCCESS
ACH04000242,ACC000691,CUS000473,BBVA,2026-08-27T01:49:32,DEBIT,7597.35,USD,SUCCESS
ACH04000289,ACC000587,CUS000401,BanBif,2026-08-27T02:11:38,TRANSFER,607.54,USD,FAILED
ACH04000300,ACC000647,CUS000443,Scotiabank,2026-08-27T21:47:10,TRANSFER,-2873.6,USD,SUCCESS
ACH04000325,ACC000453,CUS000304,BBVA,2026-08-27T23:13:06,CREDIT,2305.32,PEN,PENDING
ACH04000289,ACC000587,CUS000401,BanBif,2026-08-27T02:11:38,TRANSFER,607.54,USD,FAILED
ACH04000027,ACC000769,CUS000523,BCP,2026-08-27T07:49:48,TRANSFER,8597.38,PEN,SUCCESS
ACH04000325,ACC000429,CUS000288,BBVA,2026-08-27T02:33:55,TRANSFER,6398.23,USD,SUCCESS
ACH04000391,ACC000142,CUS000096,BBVA,2026-08-27T17:22:23,CREDIT,-5297.18,USD,SUCCESS
ACH04000230,ACC001378,CUS000928,BBVA,2026-08-27T03:26:25,DEBIT,1518.79,USD,SUCCESS
ACH04000444,ACC000100,CUS000064,BanBif,2026-08-27T23:08:38,CREDIT,485.82,PEN,SUCCESS
ACH04000447,ACC000754,CUS000514,Interbank,2026-08-27T19:56:22,CREDIT,11044.52,USD,SUCCESS
ACH04000523,ACC000402,CUS000271,Interbank,2026-08-27T10:44:55,TRANSFER,-4525.78,PEN,SUCCESS
ACH04000447,ACC000754,CUS000514,Interbank,2026-08-27T19:56:22,CREDIT,11044.52,USD,SUCCESS
ACH04000444,ACC001441,CUS000969,Interbank,2026-08-27T19:11:39,DEBIT,13921.29,USD,SUCCESS
ACH04000653,ACC000339,CUS000228,Interbank,2026-08-27T18:10:40,CREDIT,-10956.48,PEN,SUCCESS
ACH04000699,ACC001032,CUS000699,Scotiabank,2026-08-27T18:27:55,TRANSFER,,PEN,SUCCESS
ACH04000725,ACC000143,CUS000096,BCP,2026-08-27T16:17:27,,4779.75,USD,SUCCESS
ACH04000734,ACC001113,CUS000754,Interbank,2026-08-27T09:56:21,,4600.21,PEN,SUCCESS
ACH04000750,ACC000818,CUS000553,BanBif,2026-08-27T13:11:40,TRANSFER,-14424.43,USD,SUCCESS
ACH04000776,ACC000806,CUS000545,Interbank,2026-08-27T18:45:20,CREDIT,,USD,PENDING
ACH04000788,ACC000433,CUS000291,BBVA,2026-08-27T00:11:27,,2879.09,USD,SUCCESS
ACH04000157,ACC000635,CUS000435,BanBif,2026-08-27T14:42:29,TRANSFER,920.54,PEN,SUCCESS
ACH04000845,,CUS000398,BBVA,2026-08-27T00:30:25,DEBIT,5779.07,USD,SUCCESS
ACH04000857,ACC000417,CUS000281,BCP,2026-08-27T11:10:26,CREDIT,-4564.97,PEN,SUCCESS
ACH04000894,,CUS000895,BCP,2026-08-27T17:47:06,DEBIT,10658.64,PEN,SUCCESS
ACH04000928,ACC001443,CUS000971,Interbank,2026-08-27T19:26:28,TRANSFER,-13374.39,PEN,SUCCESS
ACH04000325,ACC000453,CUS000304,BBVA,2026-08-27T23:13:06,CREDIT,2305.32,PEN,PENDING
ACH04001012,ACC001313,CUS000886,Scotiabank,2026-08-27T09:58:28,DEBIT,-10118.64,PEN,FAILED
ACH04001045,ACC000908,CUS000615,Scotiabank,2026-08-27T16:13:25,CREDIT,12400.73,,SUCCESS
