transaction_id,account_id,customer_id,transaction_date,transaction_type,amount,currency,status
MOB01000093,ACC000282,CUS000190,2026-08-24T01:18:29,DEPOSIT,1279.33,USD,SUCCESS
MOB01000094,ACC000643,CUS000440,2026-08-24T04:43:23,PAYMENT,1968.73,USD,SUCCESS
MOB01000095,ACC000494,CUS000336,2026-08-24T17:08:28,TRANSFER,4650.93,PEN,FAILED
MOB01000096,ACC001190,CUS000803,2026-08-24T03:08:23,WITHDRAWAL,1030.48,USD,PENDING
MOB01000097,ACC000424,CUS000285,2026-08-24T04:34:08,DEPOSIT,852.55,PEN,SUCCESS
MOB01000098,ACC000948,CUS000641,2026-08-24T05:31:27,TRANSFER,3575.04,PEN,SUCCESS
MOB01000099,ACC001473,CUS000990,2026-08-24T13:44:59,WITHDRAWAL,3386.77,PEN,SUCCESS
MOB01000100,ACC000925,CUS000625,2026-08-24T22:39:16,TRANSFER,2217.04,USD,SUCCESS
MOB01000101,ACC000173,CUS000117,2026-08-24T07:00:56,TRANSFER,47.86,USD,SUCCESS
MOB01000102,ACC001253,CUS000844,2026-08-24T04:55:47,TRANSFER,4538.18,PEN,FAILED
MOB01000103,ACC000645,CUS000441,2026-08-24T00:21:37,PAYMENT,666.83,PEN,SUCCESS
MOB01000104,ACC001367,CUS000920,2026-08-24T04:27:34,PAYMENT,3547.22,USD,SUCCESS
MOB01000105,ACC000619,CUS000425,2026-08-24T03:10:32,WITHDRAWAL,549.07,USD,SUCCESS
MOB01000106,ACC001021,CUS000692,2026-08-24T10:33:28,TRANSFER,2917.42,PEN,SUCCESS
MOB01000107,ACC000824,CUS000557,2026-08-24T03:21:08,DEPOSIT,2080.34,PEN,SUCCESS
MOB01000108,ACC000214,CUS000145,2026-08-24T02:53:29,TRANSFER,3290.43,PEN,SUCCESS
MOB01000109,ACC000788,CUS000535,2026-08-24T20:50:28,TRANSFER,2361.97,PEN,SUCCESS
MOB01000110,ACC001370,CUS000922,2026-08-24T11:32:39,TRANSFER,2742.02,USD,PENDING
MOB01000111,ACC000493,CUS000335,2026-08-24T22:52:16,TRANSFER,4093.35,USD,SUCCESS
MOB01000112,ACC000425,CUS000286,2026-08-24T17:37:34,TRANSFER,659.11,USD,SUCCESS
MOB01000113,ACC000211,CUS000143,2026-08-24T08:50:57,WITHDRAWAL,1824.84,USD,SUCCESS
MOB01000114,ACC000115,CUS000075,2026-08-24T23:06:31,WITHDRAWAL,1246.09,USD,SUCCESS
MOB01000115,ACC000655,CUS000449,2026-08-24T11:13:07,WITHDRAWAL,300.55,USD,FAILED
MOB01000116,ACC001275,CUS000859,2026-08-24T13:52:41,WITHDRAWAL,1020.55,PEN,SUCCESS
MOB01000117,ACC000272,CUS000184,2026-08-24T18:50:49,WITHDRAWAL,3067.17,USD,PENDING
MOB01000118,ACC001313,CUS000886,2026-08-24T14:09:06,PAYMENT,2338.65,USD,REJECTED
MOB01000119,ACC001340,CUS000904,2026-08-24T01:18:55,PAYMENT,1254.25,USD,SUCCESS
MOB01000120,ACC000288,CUS000195,2026-08-24T08:56:39,DEPOSIT,3309.14,USD,SUCCESS
MOB01000121,ACC000297,CUS000201,2026-08-24T08:26:50,DEPOSIT,4218.32,USD,SUCCESS
MOB01000122,ACC000387,CUS000261,2026-08-24T12:21:23,DEPOSIT,3481.72,PEN,SUCCESS
MOB01000123,ACC000719,CUS000492,2026-08-24T03:30:13,DEPOSIT,3168.01,USD,SUCCESS
MOB01000124,ACC000495,CUS000337,2026-08-24T19:19:07,PAYMENT,2154.73,PEN,SUCCESS
MOB01000125,ACC000605,CUS000415,2026-08-24T11:37:28,DEPOSIT,1474.75,USD,SUCCESS
MOB01000126,ACC000204,CUS000139,2026-08-24T19:13:23,PAYMENT,2299.13,USD,PENDING
MOB01000127,ACC000220,CUS000149,2026-08-24T15:08:14,DEPOSIT,4968.81,USD,SUCCESS
MOB01000128,ACC001301,CUS000878,2026-08-24T11:45:52,PAYMENT,149.13,PEN,SUCCESS
MOB01000129,ACC000863,CUS000586,2026-08-24T20:33:02,TRANSFER,611.82,PEN,SUCCESS
MOB01000130,ACC001166,CUS000788,2026-08-24T23:51:41,PAYMENT,915.37,PEN,SUCCESS
MOB01000131,ACC001296,CUS000875,2026-08-24T01:22:18,WITHDRAWAL,1789.41,USD,SUCCESS
MOB01000132,ACC001456,CUS000979,2026-08-24T22:51:29,PAYMENT,3755.99,USD,SUCCESS
MOB01000133,ACC995846,CUS000652,2026-08-24T17:07:59,PAYMENT,3189.96,PEN,SUCCESS
MOB01000134,ACC000421,CUS000283,2026-08-24T22:16:23,DEPOSIT,3366.48,PEN,FAILED
MOB01000135,ACC001392,CUS000938,2026-08-24T23:47:51,TRANSFER,1370.57,PEN,PENDING
MOB01000136,ACC001113,CUS000754,2026-08-24T17:09:22,DEPOSIT,1293.86,PEN,SUCCESS
MOB01000137,ACC000117,CUS000077,2026-08-24T22:09:05,DEPOSIT,4201.06,PEN,SUCCESS
MOB01000138,ACC001218,CUS000820,2026-08-24T18:32:22,WITHDRAWAL,3260.81,PEN,FAILED
MOB01000139,ACC001297,CUS000875,2026-08-24T10:35:30,TRANSFER,4891.38,PEN,REJECTED
MOB01000140,ACC000994,CUS000674,2026-08-24T06:33:06,PAYMENT,1396.7,PEN,SUCCESS
MOB01000141,ACC000027,CUS000018,2026-08-24T00:00:53,PAYMENT,1120.23,USD,SUCCESS
MOB01000142,ACC000537,CUS000364,2026-08-24T06:08:36,DEPOSIT,781.05,USD,SUCCESS
MOB01000143,ACC000136,CUS000092,2026-08-24T16:48:55,WITHDRAWAL,2962.71,PEN,SUCCESS
MOB01000144,ACC000640,CUS000439,2026-08-24T14:37:33,DEPOSIT,1423.57,USD,SUCCESS
MOB01000145,ACC001419,CUS000956,2026-08-24T01:35:51,DEPOSIT,871.0,USD,SUCCESS
MOB01000146,ACC001388,CUS000935,2026-08-24T00:57:36,PAYMENT,3300.26,PEN,FAILED
MOB01000147,ACC000696,CUS000477,2026-08-24T01:23:23,PAYMENT,4041.67,PEN,SUCCESS
MOB01000148,ACC000141,CUS000095,2026-08-24T13:17:07,WITHDRAWAL,877.02,PEN,SUCCESS
MOB01000149,ACC000540,CUS000366,2026-08-24T03:13:26,DEPOSIT,4313.51,PEN,SUCCESS
MOB01000150,ACC000416,CUS000281,2026-08-24T15:40:49,TRANSFER,1334.82,USD,SUCCESS
MOB01000151,ACC001123,CUS000760,2026-08-24T23:24:54,DEPOSIT,1239.37,USD,PENDING
MOB01000152,ACC001374,CUS000925,2026-08-24T18:24:35,DEPOSIT,863.86,PEN,SUCCESS
MOB01000153,ACC000843,CUS000572,2026-08-24T19:50:18,PAYMENT,3916.82,USD,SUCCESS
MOB01000154,ACC000623,CUS000427,2026-08-24T14:56:45,WITHDRAWAL,306.13,PEN,SUCCESS
MOB01000155,ACC001444,CUS000972,2026-08-24T00:25:15,DEPOSIT,4056.22,USD,SUCCESS
MOB01000156,ACC000219,CUS000148,2026-08-24T09:45:05,DEPOSIT,3789.5,USD,SUCCESS
MOB01000157,ACC000642,CUS000440,2026-08-24T22:07:26,DEPOSIT,3722.87,PEN,SUCCESS
MOB01000158,ACC001344,CUS000907,2026-08-24T08:51:46,DEPOSIT,4742.55,PEN,SUCCESS
MOB01000159,ACC001018,CUS000689,2026-08-24T05:17:34,PAYMENT,2350.91,PEN,SUCCESS
MOB01000160,ACC000223,CUS000151,2026-08-24T18:50:31,WITHDRAWAL,1280.54,PEN,SUCCESS
MOB01000161,ACC000471,CUS000318,2026-08-24T21:24:09,WITHDRAWAL,681.89,PEN,SUCCESS
MOB01000162,ACC000607,CUS000416,2026-08-24T21:21:36,WITHDRAWAL,1254.18,PEN,SUCCESS
MOB01000163,ACC001004,CUS000681,2026-08-24T09:41:22,DEPOSIT,558.53,USD,SUCCESS
MOB01000164,ACC001094,CUS000739,2026-08-24T21:34:16,DEPOSIT,1143.34,PEN,REJECTED
MOB01000165,ACC001265,CUS000852,2026-08-24T11:33:58,WITHDRAWAL,2193.5,USD,SUCCESS
MOB01000166,ACC000365,CUS000245,2026-08-24T22:57:17,WITHDRAWAL,4954.6,PEN,SUCCESS
MOB01000167,ACC000784,CUS000533,2026-08-24T13:24:46,PAYMENT,1747.92,USD,SUCCESS
MOB01000168,ACC001248,CUS000841,2026-08-24T21:07:54,WITHDRAWAL,469.66,PEN,SUCCESS
MOB01000169,ACC000134,CUS000090,2026-08-24T00:53:57,PAYMENT,2159.5,USD,SUCCESS
MOB01000170,ACC001290,CUS000870,2026-08-24T21:50:44,WITHDRAWAL,3766.5,PEN,SUCCESS
MOB01000171,ACC000504,CUS000344,2026-08-24T08:14:31,TRANSFER,1367.18,USD,REJECTED
MOB01000172,ACC000714,CUS000489,2026-08-24T04:16:27,DEPOSIT,1204.73,PEN,SUCCESS
MOB01000173,ACC000336,CUS000226,2026-08-24T13:02:00,DEPOSIT,993.2,PEN,SUCCESS
MOB01000174,ACC000829,CUS000561,2026-08-24T05:15:54,WITHDRAWAL,1099.51,PEN,SUCCESS
MOB01000175,ACC001165,CUS000787,2026-08-24T16:54:42,DEPOSIT,4871.64,PEN,SUCCESS
MOB01000176,ACC000400,CUS000270,2026-08-24T13:31:21,WITHDRAWAL,3628.25,PEN,FAILED
MOB01000177,ACC001381,CUS000930,2026-08-24T00:15:45,TRANSFER,3088.18,USD,SUCCESS
MOB01000178,ACC000836,CUS000568,2026-08-24T04:12:55,PAYMENT,1647.82,PEN,SUCCESS
MOB01000179,ACC000036,CUS995480,2026-08-24T04:08:58,WITHDRAWAL,2782.99,USD,REJECTED
MOB01000180,ACC000417,CUS000281,2026-08-24T13:29:45,DEPOSIT,4588.27,PEN,SUCCESS
MOB01000181,ACC000893,CUS000604,2026-08-24T11:56:37,DEPOSIT,1706.21,USD,SUCCESS
MOB01000182,ACC000728,CUS000498,2026-08-24T02:10:30,WITHDRAWAL,3013.15,PEN,SUCCESS
MOB01000183,ACC000805,CUS000545,2026-08-24T13:02:07,WITHDRAWAL,2693.17,PEN,SUCCESS
MOB01000184,ACC000416,CUS000281,2026-08-24T20:27:36,WITHDRAWAL,754.2,PEN,SUCCESS
MOB01000185,ACC000548,CUS000373,2026-08-24T20:15:31,DEPOSIT,1191.1,USD,PENDING
MOB01000120,ACC001375,CUS000925,2026-08-24T21:55:30,TRANSFER,812.18,USD,SUCCESS
MOB01000187,ACC000994,CUS000674,2026-08-24T06:40:06,DEPOSIT,695.22,USD,SUCCESS
MOB01000188,ACC000220,CUS000149,2026-08-24T23:28:57,WITHDRAWAL,3545.6,PEN,SUCCESS
MOB01000189,ACC000326,CUS000220,2026-08-24T04:55:27,DEPOSIT,1696.41,USD,SUCCESS
MOB01000190,ACC001317,CUS000888,2026-08-24T13:12:36,DEPOSIT,966.56,PEN,SUCCESS
MOB01000191,ACC000089,CUS000058,2026-08-24T17:04:13,PAYMENT,3608.4,PEN,SUCCESS
MOB01000192,ACC000516,CUS000351,2026-08-24T01:11:37,PAYMENT,2626.24,PEN,SUCCESS
MOB01000193,ACC000243,CUS000166,2026-08-24T03:29:52,TRANSFER,1017.67,PEN,SUCCESS
MOB01000194,ACC000075,CUS000050,2026-08-24T08:35:35,TRANSFER,653.6,USD,SUCCESS
MOB01000195,ACC000961,CUS000650,2026-08-24T03:47:51,PAYMENT,2041.91,USD,SUCCESS
MOB01000196,ACC000239,CUS000164,2026-08-24T18:43:35,PAYMENT,3433.02,USD,PENDING
MOB01000197,ACC000505,CUS000344,2026-08-24T20:40:01,WITHDRAWAL,2571.74,PEN,SUCCESS
MOB01000198,ACC000723,CUS000494,2026-08-24T13:12:27,PAYMENT,2639.27,PEN,SUCCESS
MOB01000199,ACC001308,CUS000882,2026-08-24T21:33:48,WITHDRAWAL,3734.07,PEN,SUCCESS
MOB01000200,ACC001202,CUS000810,2026-08-24T21:02:55,TRANSFER,2816.55,USD,SUCCESS
MOB01000201,ACC000128,CUS000085,2026-08-24T10:35:41,PAYMENT,346.24,USD,SUCCESS
MOB01000202,ACC000804,CUS000544,2026-08-24T02:10:10,WITHDRAWAL,3787.17,PEN,SUCCESS
MOB01000203,ACC001030,CUS000697,2026-08-24T16:14:26,PAYMENT,4136.2,USD,SUCCESS
MOB01000204,ACC001211,CUS000816,2026-08-24T15:29:42,TRANSFER,2019.28,USD,SUCCESS
MOB01000205,ACC000135,CUS000091,2026-08-24T02:02:26,PAYMENT,429.98,USD,SUCCESS
MOB01000206,ACC001330,CUS000898,2026-08-24T04:36:04,TRANSFER,2975.02,PEN,SUCCESS
MOB01000207,ACC000602,CUS000412,2026-08-24T17:47:31,WITHDRAWAL,4867.04,USD,SUCCESS
MOB01000208,ACC001007,CUS000682,2026-08-24T09:26:28,TRANSFER,1023.02,USD,SUCCESS
MOB01000209,ACC001439,CUS000968,2026-08-24T05:15:31,PAYMENT,4657.97,PEN,SUCCESS
MOB01000210,ACC001452,CUS000977,2026-08-24T20:24:29,TRANSFER,1443.34,USD,SUCCESS
MOB01000211,ACC001090,CUS000737,2026-08-24T18:38:01,DEPOSIT,4191.57,USD,SUCCESS
MOB01000212,ACC000071,CUS000047,2026-08-24T17:08:03,WITHDRAWAL,532.72,USD,SUCCESS
MOB01000213,ACC000137,CUS000092,2026-08-24T21:34:30,PAYMENT,3648.49,USD,REJECTED
MOB01000214,ACC001445,CUS000972,2026-08-24T15:34:32,DEPOSIT,782.02,PEN,FAILED
MOB01000215,ACC000273,CUS000185,2026-08-24T16:12:37,XXX,3627.42,USD,SUCCESS
MOB01000216,ACC000353,CUS000238,2026-08-24T05:36:59,WITHDRAWAL,3677.92,USD,SUCCESS
MOB01000217,ACC000859,CUS000583,2026-08-24T16:26:25,PAYMENT,609.75,USD,SUCCESS
MOB01000218,ACC000026,CUS000018,2026-08-24T09:31:06,WITHDRAWAL,-2720.76,PEN,SUCCESS
MOB01000219,ACC000800,CUS000542,2026-08-24T02:24:03,DEPOSIT,2998.66,PEN,SUCCESS
MOB01000220,ACC001178,CUS000795,2026-08-24T10:52:47,DEPOSIT,3628.65,PEN,SUCCESS
MOB01000221,ACC000629,CUS000432,2026-08-24T08:13:37,PAYMENT,4954.95,PEN,SUCCESS
MOB01000222,accOOO826,CUS000559,2026-08-24T03:49:55,PAYMENT,1616.52,USD,SUCCESS
MOB01000223,ACC000276,CUS000187,2026-08-24T15:01:58,WITHDRAWAL,3298.15,PEN,SUCCESS
MOB01000224,ACC000522,CUS000355,2026-08-24T03:08:06,WITHDRAWAL,4664.67,USD,SUCCESS
MOB01000225,ACC000007,CUS000004,2026-08-24T22:28:28,WITHDRAWAL,4571.35,USD,SUCCESS
MOB01000226,ACC000677,CUS000464,2026-08-24T14:03:31,WITHDRAWAL,3339.34,PEN,SUCCESS
MOB01000227,ACC000205,CUS000139,2026-08-24T13:55:23,WITHDRAWAL,3335.48,USD,SUCCESS
MOB01000228,ACC000146,CUS000098,2026-08-24T19:52:20,PAYMENT,513.86,USD,SUCCESS
MOB01000229,ACC000923,CUS000624,2026-08-24T03:35:25,WITHDRAWAL,2641.66,USD,PENDING
MOB01000230,ACC000784,CUS000533,2026-08-24T01:03:12,DEPOSIT,1411.7,USD,SUCCESS
MOB01000231,ACC001179,CUS000796,2026-08-24T09:01:07,DEPOSIT,2634.43,PEN,SUCCESS
MOB01000232,ACC000388,CUS000261,2026-08-24T22:28:48,WITHDRAWAL,51.95,PEN,SUCCESS
MOB01000233,ACC000250,CUS000170,2026-08-24T00:23:46,TRANSFER,4187.9,USD,SUCCESS
MOB01000234,ACC000192,CUS000132,2026-08-24T00:38:51,TRANSFER,3243.02,PEN,SUCCESS
MOB01000235,ACC000338,CUS000227,2026-08-24T22:44:39,WITHDRAWAL,1516.33,PEN,SUCCESS
MOB01000236,ACC001470,CUS000988,2026-08-24T11:52:07,DEPOSIT,4672.19,USD,SUCCESS
MOB01000237,ACC000446,CUS000299,2026-08-24T23:00:14,PAYMENT,1817.78,PEN,REJECTED
MOB01000238,ACC000479,CUS000324,2026-08-24T18:13:14,TRANSFER,4459.98,USD,SUCCESS
MOB01000239,ACC001427,CUS000960,2026-08-24T08:40:27,DEPOSIT,4034.38,PEN,FAILED
MOB01000240,ACC000027,CUS000018,2026-08-24T01:37:22,WITHDRAWAL,219.18,PEN,REJECTED
MOB01000241,ACC001127,CUS000762,2026-08-24T22:39:19,WITHDRAWAL,2245.41,PEN,SUCCESS
MOB01000242,ACC000143,CUS000096,2026-08-24T09:07:18,TRANSFER,268.69,USD,SUCCESS
MOB01000243,ACC998563,CUS000239,2026-08-24T02:35:46,WITHDRAWAL,4997.05,PEN,SUCCESS
MOB01000244,ACC000533,CUS000361,2026-08-24T05:20:30,DEPOSIT,3441.21,USD,SUCCESS
MOB01000245,ACC001321,CUS000891,2026-08-24T03:46:51,TRANSFER,2363.26,PEN,PENDING
MOB01000246,ACC000856,CUS000581,2026-08-24T07:09:55,WITHDRAWAL,2239.02,PEN,SUCCESS
MOB01000247,ACC000737,CUS000503,2026-08-24T09:14:15,WITHDRAWAL,4808.46,USD,SUCCESS
MOB01000248,ACC000496,CUS000338,2026-08-24T01:59:58,WITHDRAWAL,1882.81,PEN,SUCCESS
MOB01000249,ACC000226,CUS000154,2026-08-24T21:48:59,WITHDRAWAL,954.36,PEN,SUCCESS
MOB01000250,ACC995404,CUS000580,2026-08-24T10:18:49,TRANSFER,835.29,USD,FAILED
MOB01000251,ACC000152,CUS000102,2026-08-24T16:52:47,WITHDRAWAL,3354.05,PEN,SUCCESS
MOB01000252,ACC001075,CUS000728,2026-08-24T03:30:48,WITHDRAWAL,3570.4,USD,FAILED
