transaction_id,atm_id,account_id,customer_id,transaction_date,transaction_type,amount,currency,status
ATM02000167,ATM0021,ACC000707,CUS000485,2026-08-25T15:16:43,DEPOSIT,-1171.24,PEN,FAILED
ATM02000170,ATM0050,ACC001257,CUS000847,2026-08-25T15:00:02,WITHDRAWAL,2099.26,PEN,REJECTED
ATM02000172,ATM0008,ACC001383,CUS000931,2026-08-25T03:01:02,DEPOSIT,285.0,USD,SUCCESS
ATM02000067,ATM0035,ACC000014,CUS000008,2026-08-25T00:15:48,DEPOSIT,1215.76,USD,SUCCESS
ATM02000170,ATM0050,ACC001257,CUS000847,2026-08-25T15:00:02,WITHDRAWAL,2099.26,PEN,REJECTED
ATM02000212,ATM0054,ACC001329,CUS000897,2026-08-25T08:20:49,TRANSFER,1194.3,PEN,SUCCESS
ATM02000212,ATM0060,ACC000319,CUS000215,2026-08-25T11:00:29,TRANSFER,1933.46,PEN,SUCCESS
ATM02000223,ATM0025,ACC000391,CUS000264,2026-08-25T11:25:40,TRANSFER,234.44,PEN,SUCCESS
ATM02000093,ATM0023,ACC000618,CUS000424,2026-08-25T00:37:56,WITHDRAWAL,106.76,PEN,SUCCESS
ATM02000228,ATM0003,ACC001072,CUS000725,2026-08-25T04:06:06,DEPOSIT,2722.51,USD,SUCCESS
ATM02000172,ATM0004,ACC000786,CUS000534,2026-08-25T23:21:30,WITHDRAWAL,2585.32,USD,SUCCESS
ATM02000275,ATM0020,ACC001462,,2026-08-25T21:25:24,DEPOSIT,391.4,USD,SUCCESS
ATM02000290,ATM0045,,CUS000658,2026-08-25T11:38:06,DEPOSIT,2436.44,PEN,SUCCESS
ATM02000296,ATM0008,ACC001321,CUS000891,2026-08-25T01:48:59,TRANSFER,1405.39,PEN,SUCCESS
ATM02000350,ATM0030,ACC001223,CUS000824,2026-08-25T00:44:38,,2465.03,USD,SUCCESS
ATM02000036,ATM0048,ACC000978,CUS000664,2026-08-25T20:26:46,WITHDRAWAL,1670.4,PEN,SUCCESS
ATM02000228,ATM0003,ACC001072,CUS000725,2026-08-25T04:06:06,DEPOSIT,2722.51,USD,SUCCESS
ATM02000384,ATM0052,ACC000233,CUS000159,2026-08-25T20:45:57,TRANSFER,2512.04,USD,SUCCESS
ATM02000396,ATM0034,ACC001001,CUS000679,2026-08-25T23:08:47,,1991.1,PEN,SUCCESS
ATM02000384,ATM0040,ACC001001,CUS000679,2026-08-25T22:27:12,DEPOSIT,2446.62,USD,REJECTED
ATM02000402,ATM0046,ACC000152,CUS000102,2026-08-25T19:48:13,WITHDRAWAL,-1425.28,PEN,SUCCESS
ATM02000484,ATM0051,ACC000908,CUS000615,2026-08-25T18:49:11,TRANSFER,2537.2,PEN,SUCCESS
ATM02000515,ATM0037,ACC000294,CUS000198,2026-08-25T03:19:01,DEPOSIT,10.05,PEN,SUCCESS
ATM02000044,ATM0028,ACC001408,CUS000947,2026-08-25T23:09:34,TRANSFER,424.12,USD,SUCCESS
ATM02000484,ATM0054,ACC000442,CUS000297,2026-08-25T07:18:51,WITHDRAWAL,678.52,PEN,PENDING
ATM02000618,ATM0026,ACC001150,CUS000776,2026-08-25T03:36:30,,2955.35,USD,SUCCESS
ATM02000649,ATM0038,ACC000145,CUS000097,2026-08-25T23:04:02,WITHDRAWAL,-451.58,PEN,SUCCESS
ATM02000653,ATM0034,ACC000721,CUS000493,2026-08-25T03:04:28,DEPOSIT,1657.32,USD,SUCCESS
ATM02000683,ATM0051,ACC001324,CUS000893,2026-08-25T20:30:48,WITHDRAWAL,2431.48,PEN,SUCCESS
ATM02000685,ATM0045,ACC000040,CUS000026,2026-08-25T13:49:15,DEPOSIT,364.57,PEN,REJECTED
ATM02000691,ATM0054,ACC000922,CUS000624,2026-08-25T09:15:42,DEPOSIT,1214.66,,REJECTED
ATM02000223,ATM0007,ACC000735,CUS000502,2026-08-25T20:13:37,WITHDRAWAL,2298.29,PEN,SUCCESS
ATM02000739,ATM0045,ACC001096,,2026-08-25T00:13:34,DEPOSIT,730.06,PEN,SUCCESS
ATM02000740,ATM0035,ACC000087,CUS000057,2026-08-25T18:19:20,,441.52,PEN,REJECTED
ATM02000743,ATM0048,ACC001424,CUS000959,2026-08-25T10:31:32,WITHDRAWAL,,USD,SUCCESS
ATM02000653,ATM0034,ACC000721,CUS000493,2026-08-25T03:04:28,DEPOSIT,1657.32,USD,SUCCESS
ATM02000834,ATM0059,ACC000747,CUS000510,2026-08-25T07:30:38,TRANSFER,123.15,,SUCCESS
ATM02000836,ATM0012,ACC000036,CUS000023,2026-08-25T21:35:10,TRANSFER,2861.45,USD,SUCCESS
ATM02000685,ATM0046,ACC000219,CUS000148,2026-08-25T18:21:43,TRANSFER,573.39,USD,SUCCESS
ATM02000887,ATM0059,ACC000926,CUS000626,2026-08-25T10:52:03,WITHDRAWAL,-2733.96,PEN,SUCCESS
ATM02000683,ATM0005,ACC000197,CUS000135,2026-08-25T19:13:44,DEPOSIT,2915.11,PEN,SUCCESS
ATM02000954,ATM0055,ACC000592,CUS000404,2027-07-21T12:34:29,TRANSFER,1198.48,PEN,SUCCESS
ATM02000515,ATM0041,ACC000161,CUS000108,2026-08-25T02:56:57,WITHDRAWAL,2919.24,USD,SUCCESS
ATM02000836,ATM0004,ACC001038,CUS000703,2026-08-25T16:31:56,WITHDRAWAL,1081.27,PEN,SUCCESS
ATM02001055,ATM0010,ACC000301,CUS000203,2026-08-25T04:29:23,,1020.43,USD,SUCCESS
ATM02001061,ATM0048,ACC000970,CUS000657,2026-08-25T16:49:42,,80.24,PEN,SUCCESS
ATM02001065,ATM0004,ACC001248,,2026-08-25T23:29:52,DEPOSIT,1833.07,USD,SUCCESS
ATM02000954,ATM0054,ACC001229,CUS000828,2026-08-25T05:53:22,TRANSFER,2528.07,USD,SUCCESS
ATM02000296,ATM0027,ACC001072,CUS000725,2026-08-25T05:07:31,WITHDRAWAL,89.1,USD,SUCCESS
ATM03000004,ATM0001,ACC000980,CUS000665,2026-08-26T12:54:57,WITHDRAWAL,2263.53,USD,SUCCESS
ATM03000020,ATM0055,ACC000879,CUS000595,2026-08-26T15:57:08,,322.64,USD,SUCCESS
ATM03000031,ATM0026,ACC000419,CUS000282,2026-08-26T22:11:27,TRANSFER,1788.02,USD,SUCCESS
ATM03000067,ATM0017,ACC001011,CUS000685,2026-08-26T20:04:34,DEPOSIT,1642.81,USD,SUCCESS
ATM03000087,ATM0040,ACC000802,CUS000543,2026-08-26T21:18:05,TRANSFER,1924.18,USD,SUCCESS
ATM03000067,ATM0017,ACC001011,CUS000685,2026-08-26T20:04:34,DEPOSIT,1642.81,USD,SUCCESS
ATM03000124,ATM0034,ACC001188,CUS000802,2026-08-26T03:52:51,WITHDRAWAL,-888.02,PEN,FAILED
ATM03000157,ATM0017,ACC001424,CUS000959,2026-08-26T07:40:57,DEPOSIT,-486.17,USD,SUCCESS
ATM03000004,ATM0013,ACC001339,CUS000904,2026-08-26T12:31:41,TRANSFER,1512.4,PEN,FAILED
ATM03000237,ATM0038,ACC001142,CUS000771,2026-08-26T22:06:09,DEPOSIT,-2049.93,PEN,PENDING
ATM03000258,ATM0032,ACC000079,CUS000052,2026-08-26T00:21:14,WITHDRAWAL,2355.32,PEN,SUCCESS
ATM03000268,ATM0009,ACC000940,CUS000637,2026-08-26T16:56:09,TRANSFER,719.96,USD,FAILED
ATM03000382,ATM0022,ACC001290,CUS000870,2026-08-26T09:38:53,DEPOSIT,-537.39,USD,SUCCESS
ATM03000394,ATM0043,,CUS000968,2026-08-26T17:10:20,DEPOSIT,2717.81,PEN,SUCCESS
ATM03000258,ATM0032,ACC000079,CUS000052,2026-08-26T00:21:14,WITHDRAWAL,2355.32,PEN,SUCCESS
ATM03000467,ATM0028,ACC000942,CUS000638,2026-08-26T15:04:59,DEPOSIT,-396.8,USD,SUCCESS
ATM03000535,ATM0031,ACC000768,CUS000522,2026-08-26T07:21:51,TRANSFER,-2034.52,USD,SUCCESS
ATM03000268,ATM0038,ACC001251,CUS000843,2026-08-26T21:07:57,WITHDRAWAL,1656.64,USD,SUCCESS
ATM03000624,ATM0049,ACC001352,CUS000911,2026-08-26T02:17:32,WITHDRAWAL,,USD,SUCCESS
ATM03000631,ATM0021,,CUS000738,2026-08-26T20:10:01,TRANSFER,1318.78,PEN,SUCCESS
ATM03000683,ATM0045,ACC000962,CUS000651,2026-08-26T02:12:04,DEPOSIT,2082.68,PEN,SUCCESS
ATM03000692,ATM0048,ACC001387,CUS000934,2026-08-26T06:41:14,DEPOSIT,-2436.56,PEN,SUCCESS
ATM03000704,ATM0004,ACC001045,CUS000706,2026-08-26T18:58:44,DEPOSIT,,PEN,SUCCESS
ATM03000782,ATM0045,ACC000084,CUS000055,2026-08-26T23:14:25,,275.88,USD,SUCCESS
ATM03000962,ATM0027,ACC000989,CUS000672,2026-08-26T00:49:10,,1315.53,PEN,SUCCESS
ATM03000087,ATM0035,ACC000607,CUS000416,2026-08-26T06:48:56,TRANSFER,15.07,USD,SUCCESS
ATM03001051,ATM0033,ACC000843,CUS000572,2026-08-26T05:48:35,TRANSFER,-408.15,PEN,SUCCESS
ATM03000683,ATM0046,ACC001183,CUS000799,2026-08-26T11:16:44,WITHDRAWAL,946.98,USD,SUCCESS
ATM03001189,ATM0027,ACC000862,CUS000585,2026-08-26T22:04:11,WITHDRAWAL,909.76,,FAILED
ATM03000031,ATM0026,ACC000419,CUS000282,2026-08-26T22:11:27,TRANSFER,1788.02,USD,SUCCESS
atmO4OOOO4O,ATM0021,ACC000196,CUS000135,2026-08-27T03:28:44,TRANSFER,2267.34,PEN,FAILED
ATM04000042,ATM0029,ACC000094,CUS000061,2026-08-27T00:33:13,TRANSFER,2736.17,PEN,SUCCESS
ATM04000061,ATM0051,ACC001414,CUS000953,2026-08-27T13:48:03,WITHDRAWAL,872.74,USD,REJECTED
ATM04000061,ATM0051,ACC001414,CUS000953,2026-08-27T13:48:03,WITHDRAWAL,872.74,USD,REJECTED
ATM04000146,ATM0028,ACC000559,CUS000381,2026-08-27T05:40:32,WITHDRAWAL,729.39,USD,FAILED
ATM04000196,ATM0009,ACC001060,,2026-08-27T11:03:00,DEPOSIT,823.75,PEN,SUCCESS
ATM04000042,ATM0037,ACC000955,CUS000645,2026-08-27T15:32:05,WITHDRAWAL,998.52,PEN,SUCCESS
ATM04000336,ATM0052,ACC000137,CUS000092,2026-08-27T19:03:47,WITHDRAWAL,899.67,USD,SUCCESS
ATM04000400,ATM0036,ACC000346,CUS000234,2026-08-27T05:53:22,DEPOSIT,153.57,USD,SUCCESS
ATM04000146,ATM0022,ACC001246,CUS000840,2026-08-27T21:46:28,DEPOSIT,1973.24,USD,SUCCESS
ATM04000517,ATM0004,ACC000564,CUS000385,2026-08-27T20:39:37,TRANSFER,1617.23,PEN,SUCCESS
ATM04000527,ATM0048,ACC000121,CUS000081,2026-08-27T10:32:31,TRANSFER,1874.99,,SUCCESS
ATM04000547,ATM0004,ACC000908,CUS000615,2026-08-27T09:01:23,WITHDRAWAL,-2850.76,USD,SUCCESS
ATM04000637,ATM0050,ACC001254,CUS000844,2026-08-27T07:56:11,WITHDRAWAL,2325.35,USD,SUCCESS
ATM04000400,ATM0021,ACC000793,CUS000538,2026-08-27T00:57:34,WITHDRAWAL,2253.55,USD,SUCCESS
ATM04000637,ATM0027,ACC000476,CUS000322,2026-08-27T14:53:46,DEPOSIT,390.48,USD,SUCCESS
ATM04000740,ATM0033,ACC000614,CUS000421,2026-08-27T00:31:59,DEPOSIT,,USD,SUCCESS
ATM04000743,ATM0022,ACC001155,CUS000780,2026-08-27T20:04:32,,2571.53,PEN,SUCCESS
ATM04000517,ATM0014,ACC001074,CUS000727,2026-08-27T18:16:25,TRANSFER,971.46,PEN,SUCCESS
ATM04000769,ATM0020,ACC000678,CUS000464,2026-08-27T23:14:43,WITHDRAWAL,2694.2,USD,SUCCESS
ATM04000873,ATM0031,ACC000838,CUS000569,2026-08-27T03:04:11,WITHDRAWAL,2923.34,,SUCCESS
atmO4OOOO4O,ATM0021,ACC000196,CUS000135,2026-08-27T03:28:44,TRANSFER,2267.34,PEN,FAILED
ATM04000769,ATM0020,ACC000678,CUS000464,2026-08-27T23:14:43,WITHDRAWAL,2694.2,USD,SUCCESS
ATM04001064,ATM0029,ACC000645,CUS000441,2026-08-27T17:52:48,,1828.37,PEN,SUCCESS
ATM04001068,ATM0058,ACC000258,CUS000174,2026-08-27T22:10:31,,2462.04,PEN,SUCCESS
ATM04000336,ATM0002,ACC000917,CUS000620,2026-08-27T02:04:08,DEPOSIT,1453.55,USD,SUCCESS
