transaction_id,account_id,customer_id,transaction_date,transaction_type,amount,currency,status
MOB01000523,ACC001234,CUS000833,2026-08-24T18:12:16,DEPOSIT,1676.92,USD,SUCCESS
MOB01000231,ACC001179,CUS000796,2026-08-24T09:01:07,DEPOSIT,2634.43,PEN,SUCCESS
MOB01000591,,CUS000654,2026-08-24T00:33:22,TRANSFER,828.22,USD,SUCCESS
MOB01000655,ACC000011,CUS000006,2026-08-24T15:51:00,DEPOSIT,1148.11,PEN,SUCCESS
MOB01000708,ACC000149,CUS000100,2026-08-24T20:57:34,DEPOSIT,3384.21,PEN,SUCCESS
MOB01000302,ACC000966,CUS000654,2026-08-24T00:03:43,WITHDRAWAL,701.27,USD,SUCCESS
MOB01000780,ACC000595,CUS000407,2026-08-24T06:36:24,TRANSFER,2308.49,PEN,SUCCESS
MOB01000780,ACC000484,CUS000328,2026-08-24T14:13:29,TRANSFER,3643.36,PEN,REJECTED
MOB01000786,ACC000519,CUS000352,2026-08-24T17:41:53,PAYMENT,-3762.34,USD,SUCCESS
MOB01000265,ACC000692,CUS000474,2026-08-24T23:05:28,TRANSFER,3837.38,PEN,SUCCESS
MOB01000890,ACC000827,CUS000559,2026-08-24T05:26:14,WITHDRAWAL,-4835.9,PEN,SUCCESS
MOB01000903,ACC000799,CUS000542,2026-08-24T07:04:45,,324.12,USD,SUCCESS
MOB01000494,ACC000743,CUS000507,2026-08-24T11:01:11,WITHDRAWAL,1051.24,USD,SUCCESS
MOB01000708,ACC000149,CUS000100,2026-08-24T20:57:34,DEPOSIT,3384.21,PEN,SUCCESS
MOB01000084,ACC000849,CUS000576,2026-08-24T20:01:29,TRANSFER,12.68,USD,SUCCESS
MOB01000971,ACC000849,CUS000576,2026-08-24T09:24:20,,3665.65,USD,SUCCESS
MOB01000523,ACC001035,CUS000701,2026-08-24T09:03:45,PAYMENT,2388.55,PEN,SUCCESS
MOB01000060,ACC000345,CUS000233,2026-08-24T18:55:55,PAYMENT,3739.8,PEN,SUCCESS
MOB01000253,ACC000181,CUS000124,2026-08-24T03:57:28,TRANSFER,4019.47,USD,SUCCESS
MOB01001112,ACC000908,CUS000615,2026-08-24T00:42:25,PAYMENT,3681.76,USD,SUCCESS
MOB01000655,ACC001128,CUS000763,2026-08-24T00:17:17,WITHDRAWAL,3566.35,PEN,SUCCESS
MOB01001161,ACC000574,CUS000393,2026-08-24T19:19:37,DEPOSIT,3947.85,,SUCCESS
MOB01001112,ACC001005,CUS000681,2026-08-24T05:54:22,TRANSFER,1407.41,USD,SUCCESS
MOB01001172,ACC001381,CUS000930,2026-08-24T20:02:53,WITHDRAWAL,,USD,SUCCESS
MOB01001203,ACC000923,CUS000624,2026-08-24T03:32:35,DEPOSIT,1808.25,,REJECTED
MOB01001248,ACC001114,CUS000754,2026-08-24T06:58:24,WITHDRAWAL,-1770.52,USD,SUCCESS
MOB02000013,ACC000695,CUS000476,2026-08-25T12:07:10,WITHDRAWAL,-1958.22,PEN,REJECTED
MOB02000102,ACC001226,CUS000826,2026-08-25T20:15:36,DEPOSIT,-4840.47,USD,SUCCESS
MOB02000109,ACC000579,CUS000395,2026-08-25T10:03:13,DEPOSIT,80.94,PEN,FAILED
MOB02000145,ACC000213,CUS000144,2026-08-25T15:43:07,PAYMENT,2630.27,PEN,SUCCESS
MOB02000109,ACC000579,CUS000395,2026-08-25T10:03:13,DEPOSIT,80.94,PEN,FAILED
MOB02000230,,CUS000607,2026-08-25T20:26:25,DEPOSIT,3406.95,PEN,SUCCESS
MOB02000252,ACC000273,CUS000185,2026-08-25T18:20:29,TRANSFER,1695.73,USD,SUCCESS
MOB02000283,ACC001330,CUS000898,2026-08-25T15:13:16,TRANSFER,1999.22,USD,SUCCESS
MOB02000252,ACC000701,CUS000481,2026-08-25T03:10:50,PAYMENT,859.45,USD,SUCCESS
MOB02000364,ACC001210,CUS000816,2026-08-25T00:09:17,PAYMENT,2596.17,PEN,SUCCESS
MOB02000283,ACC000752,CUS000513,2026-08-25T04:14:02,WITHDRAWAL,1302.0,PEN,SUCCESS
MOB02000413,ACC000070,CUS000046,2026-08-25T14:57:06,WITHDRAWAL,1358.95,PEN,SUCCESS
MOB02000427,ACC000877,CUS000594,2026-08-25T12:21:28,TRANSFER,-1179.5,PEN,SUCCESS
MOB02000443,ACC000880,CUS000596,2026-08-25T21:50:55,TRANSFER,3644.02,USD,SUCCESS
MOB02000458,ACC001330,CUS000898,2026-08-25T19:35:27,TRANSFER,1487.29,PEN,SUCCESS
MOB02000443,ACC000880,CUS000596,2026-08-25T21:50:55,TRANSFER,3644.02,USD,SUCCESS
MOB02000601,ACC000093,CUS000060,2026-08-25T20:55:04,WITHDRAWAL,-4554.1,USD,SUCCESS
MOB02000413,ACC000070,CUS000046,2026-08-25T14:57:06,WITHDRAWAL,1358.95,PEN,SUCCESS
MOB02000705,ACC001217,CUS000820,2026-08-25T12:36:56,PAYMENT,3069.39,USD,SUCCESS
MOB02000705,ACC000539,CUS000365,2026-08-25T15:57:06,PAYMENT,2598.92,PEN,SUCCESS
MOB02000908,ACC001048,CUS000709,2026-08-25T11:33:43,TRANSFER,-1025.85,PEN,SUCCESS
MOB02000364,ACC001210,CUS000816,2026-08-25T00:09:17,PAYMENT,2596.17,PEN,SUCCESS
MOB02000984,ACC001416,CUS000954,2026-08-25T14:30:04,WITHDRAWAL,,PEN,PENDING
MOB02001057,ACC000270,CUS000183,2026-08-25T22:47:59,WITHDRAWAL,-1549.84,PEN,SUCCESS
MOB02001076,ACC000770,CUS000524,2026-08-25T22:59:49,PAYMENT,2086.4,,SUCCESS
MOB02000458,ACC001330,CUS000898,2026-08-25T19:35:27,TRANSFER,1487.29,PEN,SUCCESS
MOB02000145,ACC000277,CUS000187,2026-08-25T04:18:42,WITHDRAWAL,1091.44,USD,SUCCESS
MOB02001225,ACC000833,CUS000565,2026-08-25T09:47:42,PAYMENT,-118.25,PEN,FAILED
MOB03000031,ACC000961,CUS000650,2026-08-26T06:57:46,WITHDRAWAL,3049.31,PEN,SUCCESS
MOB03000039,ACC001068,CUS000722,2026-08-26T05:02:51,,202.54,USD,SUCCESS
MOB03000044,ACC000024,CUS000016,2026-08-26T04:34:38,TRANSFER,3959.38,PEN,SUCCESS
MOB03000044,ACC000024,CUS000016,2026-08-26T04:34:38,TRANSFER,3959.38,PEN,SUCCESS
MOB03000136,ACC000998,CUS000677,2026-08-26T14:44:45,PAYMENT,-168.18,PEN,SUCCESS
MOB03000031,ACC000961,CUS000650,2026-08-26T06:57:46,WITHDRAWAL,3049.31,PEN,SUCCESS
MOB03000211,ACC001420,CUS000956,2026-08-26T04:52:00,,3898.52,USD,SUCCESS
MOB03000214,ACC000427,CUS000287,2026-08-26T18:48:50,TRANSFER,-586.84,USD,SUCCESS
MOB03000239,ACC997427,CUS000324,2026-08-26T19:57:42,DEPOSIT,1077.49,PEN,SUCCESS
MOB03000244,ACC000248,CUS000169,2026-08-26T16:06:31,DEPOSIT,1122.11,USD,SUCCESS
MOB03000263,ACC000712,CUS000488,2026-08-26T20:30:47,PAYMENT,789.48,USD,SUCCESS
MOB03000302,ACC000399,CUS000269,2026-08-26T23:00:47,WITHDRAWAL,-645.29,PEN,SUCCESS
MOB03000239,ACC997427,CUS000324,2026-08-26T19:57:42,DEPOSIT,1077.49,PEN,SUCCESS
MOB03000404,ACC000697,CUS000478,2026-08-26T08:11:35,DEPOSIT,3328.35,PEN,SUCCESS
MOB03000409,accOOO977,CUS000663,2026-08-26T15:53:27,TRANSFER,197.51,USD,SUCCESS
MOB03000417,ACC000168,CUS000112,2026-08-26T10:06:35,PAYMENT,4918.95,USD,SUCCESS
MOB03000417,ACC001335,CUS000902,2026-08-26T09:16:58,TRANSFER,3924.81,PEN,SUCCESS
MOB03000521,ACC000550,CUS000374,2026-08-26T10:03:33,WITHDRAWAL,-1831.58,USD,SUCCESS
MOB03000569,ACC000242,,2026-08-26T08:37:54,DEPOSIT,610.49,USD,SUCCESS
MOB03000649,ACC001144,CUS000773,2026-08-26T05:30:28,DEPOSIT,3369.22,PEN,SUCCESS
MOB03000650,ACC001186,CUS000801,2026-08-26T15:06:16,PAYMENT,-2644.49,USD,SUCCESS
MOB03000650,ACC000734,CUS000501,2026-08-26T16:01:39,WITHDRAWAL,4987.36,PEN,SUCCESS
MOB03000766,ACC000758,CUS000516,2026-08-26T08:58:27,WITHDRAWAL,-1628.67,PEN,SUCCESS
MOB03000784,ACC000124,CUS000083,2026-08-26T16:27:09,DEPOSIT,-1876.63,USD,SUCCESS
MOB03000867,ACC000879,CUS000606,2026-08-26T07:32:38,WITHDRAWAL,2242.49,USD,SUCCESS
MOB03000924,ACC000961,CUS000650,2026-08-26T16:42:13,PAYMENT,3331.92,USD,SUCCESS
MOB03000949,ACC001166,CUS000788,2026-08-26T12:08:20,WITHDRAWAL,-379.78,USD,SUCCESS
MOB03000263,ACC000712,CUS000488,2026-08-26T20:30:47,PAYMENT,789.48,USD,SUCCESS
MOB03000409,ACC001336,CUS000902,2026-08-26T22:40:12,DEPOSIT,3745.25,USD,SUCCESS
MOB03000924,ACC000961,CUS000650,2026-08-26T16:42:13,PAYMENT,3331.92,USD,SUCCESS
MOB03000649,ACC001144,CUS000773,2026-08-26T05:30:28,DEPOSIT,3369.22,PEN,SUCCESS
MOB03001077,ACC000094,CUS000061,2026-08-26T17:11:44,WITHDRAWAL,,USD,SUCCESS
MOB03000244,ACC001018,CUS000689,2026-08-26T23:25:30,DEPOSIT,2972.32,PEN,FAILED
MOB03000867,ACC000879,CUS000606,2026-08-26T07:32:38,WITHDRAWAL,2242.49,USD,SUCCESS
MOB03000404,ACC000697,CUS000478,2026-08-26T08:11:35,DEPOSIT,3328.35,PEN,SUCCESS
MOB03001200,ACC001312,CUS000885,2026-08-26T18:56:33,PAYMENT,-810.61,PEN,SUCCESS
MOB03001244,ACC000212,,2026-08-26T12:10:58,TRANSFER,2351.3,USD,SUCCESS
MOB04000020,ACC000690,CUS000473,2026-08-27T19:01:19,DEPOSIT,-4496.63,USD,PENDING
MOB04000072,ACC000307,CUS000207,2026-08-27T04:42:55,PAYMENT,1515.02,PEN,SUCCESS
MOB04000072,ACC000307,CUS000207,2026-08-27T04:42:55,PAYMENT,1515.02,PEN,SUCCESS
MOB04000206,ACC000424,CUS000285,2026-08-27T12:56:47,TRANSFER,3761.93,USD,SUCCESS
MOB04000218,ACC000079,CUS000052,2026-08-27T07:30:21,WITHDRAWAL,2112.05,USD,SUCCESS
MOB04000227,ACC001295,CUS000874,2026-08-27T01:50:46,DEPOSIT,2154.29,PEN,REJECTED
MOB04000227,ACC001295,CUS000874,2026-08-27T01:50:46,DEPOSIT,2154.29,PEN,REJECTED
MOB04000266,ACC000982,CUS000667,2026-08-27T05:27:46,WITHDRAWAL,3725.91,,SUCCESS
MOB04000278,ACC000715,,2026-08-27T21:09:35,WITHDRAWAL,1550.91,USD,SUCCESS
MOB04000291,ACC000652,CUS000447,2026-08-27T11:55:03,WITHDRAWAL,-3379.75,PEN,FAILED
MOB04000295,ACC001312,CUS000885,2026-08-27T00:39:02,WITHDRAWAL,674.62,USD,SUCCESS
MOB04000218,ACC000368,CUS000247,2026-08-27T23:07:36,TRANSFER,3777.13,USD,SUCCESS
MOB04000377,ACC001238,CUS000835,2026-08-27T23:09:05,PAYMENT,1750.24,USD,SUCCESS
MOB04000486,ACC000457,CUS000308,2026-08-27T17:44:45,WITHDRAWAL,2349.0,PEN,SUCCESS
MOB04000206,ACC001113,CUS000754,2026-08-27T22:13:19,WITHDRAWAL,543.94,PEN,SUCCESS
MOB04000295,ACC001170,CUS000790,2026-08-27T12:02:39,WITHDRAWAL,696.88,PEN,SUCCESS
MOB04000377,ACC001238,CUS000835,2026-08-27T23:09:05,PAYMENT,1750.24,USD,SUCCESS
MOB04000794,ACC001429,CUS000962,2026-08-27T08:00:11,DEPOSIT,1534.53,PEN,SUCCESS
MOB04000794,ACC001429,CUS000962,2026-08-27T08:00:11,DEPOSIT,1534.53,PEN,SUCCESS
MOB04000874,ACC000504,CUS000344,2026-08-27T11:05:58,WITHDRAWAL,2971.01,,SUCCESS
MOB04000486,ACC000457,CUS000308,2026-08-27T17:44:45,WITHDRAWAL,2349.0,PEN,SUCCESS
MOB04001087,ACC000595,CUS000407,2026-08-27T09:58:51,WITHDRAWAL,-524.93,PEN,PENDING
MOB04001094,ACC000141,CUS000095,2026-08-27T03:11:29,PAYMENT,-876.05,USD,SUCCESS
MOB04001180,ACC000032,,2026-08-27T17:15:32,PAYMENT,2889.06,PEN,SUCCESS
